,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Napheesa Collier,11,15,11,15,0,0,3,8,3,7,1,2,4,3,3,25,0.2,0.3333333333333333
1,Crystal Dangerfield,6,15,5,11,1,4,2,2,0,2,4,2,0,1,3,15,0.13333333333333333,4.0
2,Christyn Williams,5,15,3,8,2,7,2,2,3,1,3,0,0,1,1,14,0.13333333333333333,3.0
3,Katie Lou Samuelson,1,6,1,3,0,3,4,5,0,4,4,2,1,3,3,6,0.6666666666666666,1.3333333333333333
4,Megan Walker,3,6,2,5,1,1,0,0,2,9,2,0,0,3,3,7,0.0,0.6666666666666666
6,School Totals,27,58,23,43,4,15,11,17,8,24,14,6,7,11,15,69,0.1896551724137931,1.2727272727272727
