,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Nebraska ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Doreena Campbell,35,.472,.393,.214,.286,11.8,4.8,8.6,30.8,1.6,0.0,20.2,26.8,104,124
1,Darxia Morris,33,.625,.625,.417,.000,0.0,5.1,2.3,5.8,3.3,0.0,20.0,21.5,106,119
2,Erica Tukiainen,26,.167,.167,.333,.000,15.9,0.0,8.7,5.8,0.0,0.0,0.0,10.9,78,128
3,Markel Walker,25,.443,.364,.091,.273,16.6,40.0,27.2,22.2,6.6,5.3,24.5,30.9,90,103
4,Jasmine Dixon,22,.544,.545,.091,.182,6.3,30.3,17.2,0.0,2.5,6.1,14.4,29.9,100,113
6,Rebekah Gardner,23,1.125,1.125,.250,.000,6.0,7.2,6.6,24.8,0.0,0.0,20.0,10.3,173,126
7,Christina Nzekwe,19,1.000,1.000,.000,.000,0.0,35.1,15.9,0.0,2.9,0.0,0.0,2.5,200,115
8,Nina Earl,9,.432,.333,.000,.333,15.3,0.0,8.4,18.9,12.2,0.0,22.5,23.4,94,101
9,Mariah Williams,5,,,,,0.0,0.0,0.0,28.6,11.0,0.0,100.0,9.5,41,104
10,Moniquee Alexander,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.6,0,129
11,School Totals,200,.524,.492,.210,.161,41.4,70.8,54.7,57.1,15.1,6.7,21.2,100.0,95.9,113.7
