,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Arizona State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Promise Amukamara,34,6,8,.750,5,7,.714,1,1,1.000,4,4,1.000,3,1,4,0,2,0,4,1,17
1,Sophie Brunner,34,6,15,.400,6,15,.400,0,0,,5,6,.833,3,8,11,1,1,0,1,2,17
2,Kelsey Moos,28,3,7,.429,3,7,.429,0,0,,0,0,,7,3,10,1,0,0,3,0,6
3,Elisha Davis,28,2,8,.250,1,3,.333,1,5,.200,0,1,.000,0,2,2,5,0,1,3,1,5
4,Katie Hempen,27,2,6,.333,2,4,.500,0,2,.000,2,2,1.000,0,2,2,4,0,0,0,1,6
6,Peace Amukamara,18,0,2,.000,0,2,.000,0,0,,0,0,,0,2,2,5,1,0,3,2,0
7,Arnecia Hawkins,13,0,4,.000,0,2,.000,0,2,.000,0,0,,1,0,1,0,0,0,1,0,0
8,Eliza Normen,11,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,1,1,0,4
9,Quinn Dornstauder,7,1,4,.250,1,4,.250,0,0,,0,0,,2,4,6,0,0,0,1,2,2
10,School Totals,200,21,56,.375,19,46,.413,2,10,.200,13,15,.867,16,22,38,16,4,2,17,9,57
