,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Destanni Henderson,5,9,3,7,2,2,0,0,0,3,3,3,0,0,0,12,0.0,0.0
1,Aliyah Boston,7,9,7,9,0,0,5,8,1,6,1,0,1,1,0,19,0.5555555555555556,1.0
2,Zia Cooke,0,4,0,2,0,2,0,0,0,2,1,0,0,1,1,0,0.0,1.0
3,Brea Beal,5,9,5,7,0,2,2,2,0,3,2,1,1,0,1,12,0.2222222222222222,0.0
4,Victaria Saxton,3,6,3,6,0,0,5,6,6,5,1,0,1,1,2,11,0.8333333333333334,1.0
15,School Totals,28,55,25,46,3,9,21,27,11,30,10,5,5,7,10,80,0.38181818181818183,1.4285714285714286
