,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Notre Dame ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sabrina Ionescu,40,.504,.432,.182,.364,5.6,8.6,7.0,21.1,4.0,0.0,0.0,32.8,115,116,
1,Lexi Bando,37,.417,.417,.667,.000,0.0,3.1,1.5,4.2,1.4,0.0,0.0,8.3,91,125,
2,Ruthy Hebard,34,.656,.667,.000,.167,9.8,23.5,16.6,0.0,4.7,3.8,7.2,21.0,128,105,
3,Maite Cazorla,33,.549,.444,.222,.667,0.0,6.9,3.4,15.7,1.6,0.0,0.0,18.1,124,123,
4,Satou Sabally,27,.377,.364,.455,.182,4.1,8.5,6.3,12.6,0.0,0.0,14.4,26.4,76,125,
6,Mallory McGwire,12,.667,.667,.000,.000,0.0,28.6,14.1,0.0,0.0,5.4,0.0,12.8,131,112,
7,Oti Gildon,11,.000,.000,.000,.000,0.0,20.8,10.2,13.0,0.0,0.0,66.7,14.0,15,119,
8,Justine Hall,6,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0,130,
9,School Totals,200,.503,.462,.231,.277,16.7,57.1,36.6,39.3,10.7,4.8,6.4,100.0,98.7,112.0,
