,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bianca Cuevas-Moore,1,5,0,2,1,3,2,2,0,0,3,0,0,1,1,5,0.4,3.0
1,Allisha Gray,9,15,8,12,1,3,0,0,2,6,2,2,0,1,3,19,0.0,2.0
2,A'ja Wilson,7,9,7,9,0,0,10,10,2,2,1,3,2,1,1,24,1.1111111111111112,1.0
3,Kaela Davis,9,13,4,7,5,6,5,5,0,5,3,0,0,4,3,28,0.38461538461538464,0.75
4,Tyasha Harris,1,2,1,2,0,0,0,0,0,4,3,1,0,1,2,2,0.0,3.0
10,School Totals,36,59,26,43,10,16,18,19,8,25,21,8,4,12,12,100,0.3050847457627119,1.75
