,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,UCLA ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Charisma Osborne,38,6,10,.600,6,8,.750,0,2,.000,3,3,1.000,4,6,10,4,0,0,0,1,15
1,Natalie Chou,35,6,13,.462,3,8,.375,3,5,.600,0,0,,3,3,6,1,1,1,0,2,15
2,Michaela Onyenwere,33,9,17,.529,8,13,.615,1,4,.250,6,6,1.000,3,4,7,2,2,1,3,4,25
3,Lindsey Corsaro,27,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,0,1,1,3,0,0,0,2,4
4,Lauryn Miller,23,3,9,.333,3,9,.333,0,0,,0,0,,2,5,7,0,1,0,1,4,6
6,Emily Bessoir,24,1,4,.250,1,1,1.000,0,3,.000,2,4,.500,3,5,8,1,1,1,2,4,4
7,Dominique Onu,20,0,3,.000,0,1,.000,0,2,.000,0,2,.000,2,1,3,0,0,0,0,1,0
8,Eliana Sigal,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,201,26,61,.426,22,44,.500,4,17,.235,13,17,.765,17,25,42,11,5,3,6,18,69
