,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Paige Bueckers,5,13,3,10,2,3,6,6,0,6,4,1,0,3,4,18,0.46153846153846156,1.3333333333333333
1,Evina Westbrook,4,9,3,8,1,1,1,2,0,3,3,0,0,2,2,10,0.1111111111111111,1.5
2,Christyn Williams,7,17,5,11,2,6,4,4,1,4,1,2,1,1,5,20,0.23529411764705882,1.0
3,Aaliyah Edwards,3,6,3,6,0,0,2,4,1,6,2,0,0,3,4,8,0.3333333333333333,0.6666666666666666
4,Olivia Nelson-Ododa,0,7,0,7,0,0,1,4,1,5,0,1,1,1,3,1,0.14285714285714285,0.0
8,School Totals,20,56,15,44,5,12,14,20,4,27,11,4,2,12,23,59,0.25,0.9166666666666666
