,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Delaware ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Angel Goodrich,40,.615,.643,.286,.095,2.9,8.6,5.7,33.3,3.0,0.0,12.1,34.0,116,97,
1,Natalie Knight,40,.618,.667,.833,.167,0.0,0.0,0.0,18.5,3.0,0.0,13.4,10.2,124,101,
2,Charlicia Cece Harper,35,.317,.333,.222,.111,3.3,16.3,9.8,12.9,0.0,0.0,9.6,16.3,78,99,
3,Chelsea Gardner,28,.459,.444,.000,.444,12.2,16.3,14.3,0.0,0.0,6.8,8.5,22.9,99,96,
4,Aishah Sutherland,24,.502,.455,.091,.182,9.5,42.9,26.2,0.0,0.0,0.0,7.8,29.3,102,85,
6,Catherine (Bunny) Williams,16,.513,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,34.7,9.8,55,108,
7,Tania Jackson,12,.750,.750,1.000,.000,0.0,9.5,4.8,0.0,0.0,0.0,0.0,9.1,146,102,
8,Asia Boyd,5,1.000,1.000,.000,.000,0.0,22.9,11.4,0.0,0.0,19.0,0.0,10.9,200,87,
9,School Totals,200,.533,.550,.267,.200,20.0,65.7,42.9,46.7,6.0,7.1,10.9,100.0,104.5,95.5,
