,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tyasha Harris,2,8,2,5,0,3,1,1,1,2,6,3,0,1,2,5,0.125,6.0
1,Te'a Cooper,5,9,3,5,2,4,5,6,0,0,0,0,0,2,2,17,0.5555555555555556,0.0
2,Alexis Jennings,0,4,0,4,0,0,5,6,0,2,0,0,0,1,3,5,1.25,0.0
3,Destanni Henderson,1,6,1,4,0,2,0,0,2,2,1,0,0,1,0,2,0.0,1.0
4,Doniyah Cliney,1,3,1,2,0,1,0,0,0,0,0,1,0,2,1,2,0.0,0.0
13,School Totals,21,63,17,44,4,19,22,27,9,17,9,6,7,11,18,68,0.3492063492063492,0.8181818181818182
