,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Sarah Andrews,7,12,5,6,2,6,0,0,1,6,6,0,0,1,0,16,0.0,6.0
1,Ja'Mee Asberry,2,10,0,2,2,8,0,0,0,4,3,1,0,1,1,6,0.0,3.0
2,Queen Egbo,4,10,4,10,0,0,2,4,4,10,2,0,2,2,1,10,0.2,1.0
3,Jordan Lewis,7,8,5,5,2,3,7,11,2,6,5,0,0,1,0,23,0.875,5.0
4,NaLyssa Smith,9,13,8,12,1,1,2,2,3,11,2,0,0,2,2,21,0.15384615384615385,1.0
9,School Totals,35,66,28,45,7,21,12,19,12,43,21,5,3,10,10,89,0.18181818181818182,2.1
