,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bria Hartley,8,16,6,11,2,5,2,2,0,2,4,0,0,2,1,20,0.125,2.0
1,Stefanie Dolson,5,9,5,9,0,0,0,0,3,2,3,2,2,3,3,10,0.0,1.0
2,Tiffany Hayes,4,11,4,8,0,3,2,2,1,5,2,2,0,0,2,10,0.18181818181818182,0.0
3,Caroline Doty,3,6,3,4,0,2,0,0,1,1,1,1,0,2,4,6,0.0,0.5
4,Kelly Faris,7,10,7,7,0,3,1,2,2,5,5,3,1,2,3,15,0.1,2.5
9,School Totals,33,67,29,49,4,18,7,8,10,30,15,8,4,13,16,77,0.1044776119402985,1.1538461538461537
