,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Joanne Allen-Taylor,6,13,6,12,0,1,0,0,0,2,1,2,0,0,0,12,0.0,0.0
1,Rori Harmon,5,11,4,9,1,2,0,0,1,3,8,2,0,2,0,11,0.0,4.0
2,Lauren Ebo,2,4,2,4,0,0,1,4,1,4,1,0,0,1,2,5,0.25,1.0
3,DeYona Gaston,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
4,Shay Holle,3,5,3,4,0,1,0,0,0,0,0,0,0,0,1,6,0.0,0.0
11,School Totals,35,55,32,49,3,6,5,10,6,19,16,9,3,11,9,78,0.09090909090909091,1.4545454545454546
