,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Georgia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Khaalidah Miller,36,0,7,.000,0,3,.000,0,4,.000,0,0,,0,0,0,4,0,0,0,1,0
1,Krista Donald,33,4,8,.500,3,6,.500,1,2,.500,1,2,.500,4,6,10,2,2,0,2,4,10
2,Merritt Hempe,32,6,15,.400,6,15,.400,0,0,,1,3,.333,2,3,5,1,1,0,3,3,13
3,Erika Ford,28,6,11,.545,2,5,.400,4,6,.667,0,0,,2,2,4,1,0,0,2,4,16
4,Shacobia Barbee,27,4,11,.364,4,9,.444,0,2,.000,1,2,.500,4,2,6,2,1,0,2,1,9
6,Tiaria Griffin,24,2,8,.250,1,5,.200,1,3,.333,1,1,1.000,2,3,5,3,0,1,0,0,6
7,Halle Washington,15,0,5,.000,0,5,.000,0,0,,1,2,.500,1,2,3,0,2,0,2,3,1
8,Marjorie Butler,5,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,1,0,0,0,2
9,School Totals,200,22,65,.338,16,48,.333,6,17,.353,7,12,.583,15,19,34,13,7,1,11,16,57
