,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Saint Joseph's,61.3,0.397,8.6,24.3,0.032,85.2
1,Connecticut,61.3,0.635,10.4,62.5,0.175,149.2
