,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Stanford ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Darian White,28,.274,.200,.100,.200,3.3,11.9,7.2,11.8,0.0,0.0,35.5,29.5,39,116,
1,Katelynn Limardo,28,.375,.375,1.000,.000,0.0,4.0,1.8,10.5,1.9,3.3,33.3,10.5,52,114,
2,Leia Beattie,24,.167,.167,.167,.000,3.9,18.5,10.5,25.0,6.8,0.0,14.3,14.3,42,96,
3,Kola Bad Bear,21,.251,.222,.000,.222,13.3,0.0,7.2,0.0,5.2,0.0,9.2,25.3,55,110,
4,Gabby Mocchi,19,.150,.150,.600,.000,4.9,11.7,8.0,0.0,0.0,0.0,0.0,25.7,36,116,
6,Taylor Janssen,21,.600,.600,.700,.000,0.0,15.9,7.2,0.0,2.6,0.0,9.1,25.6,100,107,
7,Lexi Deden,19,.222,.222,.111,.000,9.8,29.2,18.7,0.0,2.9,0.0,10.0,25.7,46,100,
8,Madison Jackson,16,.000,.000,.000,.000,0.0,0.0,0.0,16.7,3.4,0.0,0.0,3.1,31,114,
9,Ashley Van Sickle,12,.333,.333,.333,.000,0.0,18.5,8.4,85.7,4.5,0.0,40.0,20.4,55,102,
10,Ava Ranson,12,.000,.000,1.000,.000,0.0,9.3,4.2,22.2,0.0,0.0,25.0,16.3,8,117,
11,School Totals,200,.277,.262,.369,.062,18.6,58.3,36.7,60.0,13.7,2.3,18.3,100.0,50.7,106.8,
