,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Stanford ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brice Calip,32,.378,.350,.300,.400,2.7,9.9,5.9,30.8,3.4,0.0,7.8,18.4,95,121,
1,Sydney Wilson,31,.204,.000,.000,1.333,2.7,6.8,4.6,12.9,0.0,0.0,0.0,7.1,77,131,
2,Jasmine Franklin,28,.290,.100,.000,.800,18.2,26.3,21.8,0.0,2.0,0.0,30.7,32.2,57,116,
3,Mya Bhinhar,19,.000,.000,.000,.000,0.0,11.1,5.0,21.1,0.0,0.0,25.0,9.7,26,128,
4,Emily Gartner,16,.432,.333,.167,.333,16.0,26.3,20.6,0.0,0.0,0.0,30.4,28.5,73,122,
6,Elle Ruffridge,22,1.000,1.000,.556,.000,7.7,4.8,6.4,50.0,0.0,0.0,0.0,18.9,199,131,
7,Abigayle Jackson,21,.460,.455,.364,.182,8.1,10.0,9.0,0.0,0.0,14.7,7.8,28.3,96,121,
8,Abby Hipp,15,.438,.438,.125,.000,5.7,7.0,6.3,22.2,0.0,0.0,11.1,27.7,91,131,
9,Sydney Manning,15,.127,.000,.000,.667,0.0,21.1,9.4,0.0,0.0,0.0,0.0,11.9,34,124,
10,Bri Ellis,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0,134,
11,School Totals,200,.416,.375,.234,.344,34.0,65.8,48.2,55.0,4.1,7.7,14.9,100.0,84.9,121.9,
