,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sabrina Ionescu,40,.361,.333,.458,.083,2.6,11.2,6.2,31.8,0.0,0.0,10.8,33.3,84,110,
1,Maite Cazorla,39,.563,.563,.250,.000,0.0,22.9,9.5,19.7,1.4,0.0,20.0,12.3,105,104,
2,Erin Boley,38,.538,.538,.923,.000,0.0,3.9,1.6,0.0,1.5,2.0,18.8,20.1,86,106,
3,Ruthy Hebard,36,.447,.500,.000,.250,11.8,20.7,15.5,0.0,4.7,0.0,40.3,9.9,70,97,
4,Satou Sabally,22,.537,.500,.538,.308,9.6,6.8,8.4,23.0,2.6,0.0,11.9,36.4,107,105,
6,Oti Gildon,18,.500,.500,.000,.000,11.8,8.3,10.3,10.9,3.1,0.0,0.0,10.6,128,104,
7,Morgan Yaeger,4,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,200,113,
8,Lydia Giomi,4,.000,.000,.000,.000,26.4,37.2,30.9,40.2,0.0,0.0,0.0,12.0,89,101,
9,School Totals,201,.470,.456,.471,.103,26.3,66.7,43.1,56.0,9.9,1.9,15.4,100.0,94.4,101.4,
