,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauren Cox,40,.660,.643,.071,.286,18.5,15.8,16.9,31.8,2.8,8.3,16.0,24.5,130,90,
1,Chloe Jackson,40,.273,.273,.000,.000,3.7,15.8,10.8,21.4,0.0,0.0,0.0,14.4,94,102,
2,Juicy Landrum,39,.375,.375,.250,.000,0.0,24.3,14.2,3.7,2.9,2.8,33.3,16.1,55,89,
3,Kalani Brown,36,.696,.750,.000,.667,12.3,11.7,12.0,10.6,0.0,3.1,24.4,29.8,109,102,
4,DiDi Richards,35,.656,.600,.000,.300,0.0,3.0,1.8,9.5,1.6,0.0,8.1,18.4,132,104,
6,NaLyssa Smith,8,.500,.500,.000,.000,0.0,26.3,15.4,0.0,0.0,13.9,0.0,13.1,109,89,
7,Moon Ursin,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,109,
8,School Totals,200,.561,.544,.053,.263,33.3,73.7,56.9,58.1,7.0,16.7,16.9,100.0,101.4,94.4,
