,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Nina Davis,7,13,7,13,0,0,6,6,1,5,2,0,2,0,0,20,0.46153846153846156,0.0
1,Niya Johnson,3,9,3,8,0,1,4,4,1,6,16,0,0,0,2,10,0.4444444444444444,0.0
2,Sune Agbuke,9,17,9,17,0,0,5,5,7,5,1,1,1,2,3,23,0.29411764705882354,0.5
3,Imani Wright,3,11,3,8,0,3,0,1,1,4,1,1,0,1,1,6,0.0,1.0
4,Alexis Prince,2,6,1,2,1,4,0,0,0,3,2,0,2,3,1,5,0.0,0.6666666666666666
8,School Totals,31,66,28,56,3,10,16,18,12,27,22,3,5,8,9,81,0.24242424242424243,2.75
