,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Erica Wheeler,37,.586,.591,.636,.182,2.7,3.4,3.0,28.5,2.7,0.0,11.2,31.3,117,112,
1,April Sykes,35,.281,.281,.438,.000,8.6,10.7,9.5,10.7,1.4,0.0,15.8,23.5,67,112,
2,Nikki Speed,33,.333,.333,.000,.000,0.0,15.2,6.7,19.6,3.0,0.0,25.0,5.2,93,107,
3,Khadijah Rushdan,32,.510,.500,.000,1.200,12.5,27.3,19.1,12.7,4.6,0.0,28.2,28.7,86,99,
4,Monique Oliver,19,.612,.500,.000,1.333,21.1,13.2,17.5,10.7,0.0,5.0,29.6,30.8,102,112,
6,Betnijah Laney,16,.500,.500,.000,.000,0.0,15.6,6.9,0.0,0.0,0.0,20.0,13.5,81,114,
7,Christa Evans,11,1.000,1.000,.000,.000,18.2,0.0,10.1,0.0,0.0,0.0,0.0,3.9,206,120,
8,Briyona Canty,8,.000,.000,.000,.000,0.0,31.3,13.9,0.0,0.0,11.9,50.0,10.8,0,102,
9,Syessence Davis,8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119,
10,Shakena Richardson,1,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,227,120,
11,School Totals,200,.491,.468,.333,.381,35.0,65.6,48.6,53.8,9.8,4.8,20.3,100.0,89.0,104.9,
