,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Hailey Van Lith,27,.741,.727,.455,.091,0.0,3.8,2.1,33.9,2.0,4.0,14.9,24.2,132,69,
1,Dana Evans,27,.442,.406,.500,.125,0.0,7.6,4.2,7.8,0.0,0.0,19.2,37.7,76,72,
2,Kianna Smith,24,.643,.643,.714,.000,5.2,17.2,11.8,7.3,2.2,0.0,22.2,18.3,103,62,
3,Mykasa Robinson,20,.639,.600,.000,.200,18.8,20.6,19.8,36.6,5.3,5.4,0.0,13.3,165,51,
4,Olivia Cochran,15,.200,.200,.200,.000,8.4,27.5,18.9,10.6,0.0,7.2,28.6,22.7,47,58,
6,Ahlana Smith,22,.875,.875,.500,.000,0.0,14.1,7.7,16.2,2.4,0.0,0.0,8.9,182,63,
7,Norika Konno,19,.360,.250,.667,.333,0.0,16.3,8.9,8.2,16.8,0.0,12.7,20.2,78,29,
8,Elizabeth Balogun,17,.420,.300,.800,.400,0.0,18.2,10.0,0.0,0.0,12.8,25.4,22.6,68,60,
9,Elizabeth Dixon,13,.500,.500,.000,.000,19.3,23.8,21.8,24.8,0.0,16.7,33.3,11.2,113,55,
10,Merissah Russell,7,,,,,17.9,29.5,24.3,0.0,0.0,0.0,100.0,7.0,47,60,
11,Ramani Parker,6,,,,,0.0,17.2,9.4,0.0,0.0,0.0,,0.0,,66,
12,Malea Williams,4,1.250,1.250,.500,.000,0.0,0.0,0.0,0.0,0.0,27.2,33.3,36.5,107,65,
13,School Totals,201,.554,.524,.476,.127,25.0,76.9,53.5,57.1,14.5,21.6,19.3,100.0,97.4,56.6,
