,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Jaleesa Ross,39,.265,.265,.647,.000,10.5,10.6,10.6,18.2,0.0,0.0,26.1,29.1,58,109
1,Rosie Moult,38,.500,.500,.625,.000,10.8,3.6,7.7,11.8,6.3,0.0,11.1,11.7,117,99
2,LaShay Fears,29,.432,.333,.000,.333,7.1,9.5,8.1,7.0,0.0,0.0,53.8,12.6,53,110
3,Hayley Munro,22,.500,.500,.615,.000,9.3,18.8,13.4,15.3,0.0,0.0,0.0,29.1,122,106
4,Joh-Teena Filipe,18,.111,.111,.333,.000,11.4,15.3,13.1,35.5,0.0,0.0,18.2,30.1,47,106
6,Emma Andrews,23,.935,.917,.833,.333,4.5,24.0,12.8,24.8,0.0,0.0,30.4,21.2,129,105
7,Taja Edwards,15,1.000,1.000,.000,.000,0.0,27.6,11.8,0.0,0.0,5.1,33.3,9.9,109,100
8,Marnique Arnold,13,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.6,0,113
9,Brittny Jones,1,.508,.750,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120,113
10,Ali Drennan,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,113
11,Jeanna Furst,1,,,,,0.0,100.0,58.8,0.0,0.0,0.0,,0.0,,70
12,School Totals,200,.434,.426,.557,.082,38.5,65.5,50.0,57.1,6.0,1.9,22.1,100.0,82.1,103.0
