,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Brigham Young ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lucy Olsen,39,.375,.375,.417,.000,0.0,10.5,4.5,17.0,9.0,0.0,7.7,17.7,81,76,
1,Maddy Siegrist,38,.503,.477,.273,.273,13.7,7.2,10.9,27.0,1.5,5.6,3.9,35.9,111,91,
2,Brianna Herlihy,27,.300,.200,.400,1.400,0.0,45.5,19.7,21.4,2.2,0.0,19.8,19.8,65,80,
3,Brooke Mullin,23,.375,.375,1.000,.000,4.5,23.7,12.8,17.0,0.0,4.7,20.0,11.6,83,89,
4,Lior Garzon,20,.375,.375,.750,.000,0.0,13.7,5.9,0.0,0.0,0.0,20.0,13.3,59,95,
6,Bella Runyan,27,.750,.750,.750,.000,3.9,0.0,2.2,23.1,0.0,4.0,20.0,9.8,129,97,
7,Kaitlyn Orihel,20,.633,.500,.167,.667,10.4,13.7,11.8,0.0,2.9,0.0,11.4,23.3,124,89,
8,Anahi-Lee Cauley,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,99,
9,Kenzie Gardler,2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,0,100,
10,School Totals,198,.455,.424,.441,.288,23.7,75.9,46.3,63.6,13.4,10.8,10.7,100.0,91.0,85.1,
