,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Ashley Owusu,5,8,5,8,0,0,0,1,0,2,8,3,0,2,1,10,0.0,4.0
1,Katie Benzan,3,5,1,2,2,3,1,1,0,3,4,0,1,0,2,9,0.2,0.0
2,Diamond Miller,5,10,4,7,1,3,2,2,2,3,3,2,1,4,2,13,0.2,0.75
3,Chloe Bibby,3,6,1,2,2,4,1,2,0,1,3,4,1,0,1,9,0.16666666666666666,0.0
4,Mimi Collins,6,10,5,8,1,2,0,0,1,5,0,1,0,1,4,13,0.0,0.0
10,School Totals,42,68,35,51,7,17,9,13,11,24,22,13,4,13,18,100,0.1323529411764706,1.6923076923076923
