,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Utah ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Amber Ramirez,40,.401,.393,.429,.143,0.0,3.4,1.3,0.0,2.6,0.0,3.3,33.6,87,126,
1,Samara Spencer,35,.533,.500,.200,.267,0.0,19.7,7.1,17.1,2.9,3.7,10.7,23.4,107,118,
2,Sasha Goforth,31,.313,.313,.375,.000,2.5,4.4,3.2,5.1,1.6,8.3,0.0,11.3,81,124,
3,Makayla Daniels,30,.491,.467,.267,.467,5.2,4.6,5.0,0.0,1.7,0.0,10.0,29.2,99,126,
4,Jersey Wolfenbarger,12,.000,.000,.000,.000,6.5,34.5,16.7,0.0,0.0,10.8,0.0,3.6,50,117,
6,Rylee Langerman,24,.500,.500,.500,.000,6.5,5.7,6.3,0.0,4.3,5.4,33.3,5.5,88,118,
7,Erynn Barnum,20,.111,.111,.000,.000,23.5,41.4,30.0,0.0,2.6,6.5,0.0,19.7,57,110,
8,Emrie Ellis,8,.000,.000,.000,.000,9.8,0.0,6.3,17.9,0.0,0.0,0.0,5.5,75,133,
9,School Totals,200,.401,.380,.291,.190,25.5,62.1,38.8,17.9,11.5,19.4,6.5,100.0,88.5,117.9,
