,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Connecticut ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bria Hartley,36,5,9,.556,1,3,.333,4,6,.667,4,4,1.000,0,5,5,3,0,0,1,1,18
1,Kelly Faris,31,2,5,.400,1,4,.250,1,1,1.000,1,1,1.000,3,3,6,8,3,0,0,2,6
2,Stefanie Dolson,23,7,10,.700,7,10,.700,0,0,,1,2,.500,1,1,2,1,2,2,4,3,15
3,Tiffany Hayes,17,1,6,.167,1,4,.250,0,2,.000,5,5,1.000,2,0,2,3,1,1,1,0,7
4,Caroline Doty,17,0,2,.000,0,1,.000,0,1,.000,0,0,,1,3,4,1,3,0,1,1,0
6,Kaleena Mosqueda-Lewis,34,6,15,.400,4,9,.444,2,6,.333,7,7,1.000,3,4,7,1,1,0,1,2,21
7,Kiah Stokes,17,1,4,.250,1,4,.250,0,0,,4,5,.800,2,5,7,2,0,3,2,2,6
8,Brianna Banks,15,3,5,.600,3,5,.600,0,0,,0,0,,0,1,1,1,1,0,1,1,6
9,Heather Buck,7,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,0,0,1,1,0,2
10,Michala Johnson,3,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,1,2,0,2
11,School Totals,200,27,59,.458,20,43,.465,7,16,.438,22,24,.917,13,25,38,20,11,8,14,12,83
