,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,DePaul,74.2,0.454,16.5,33.3,0.092,91.6
1,Vanderbilt,74.2,0.484,16.9,33.3,0.349,100.0
