,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jasmine Thomas,28,7,13,.538,4,7,.571,3,6,.500,1,2,.500,0,1,1,5,2,0,1,2,18
1,Krystal Thomas,21,4,7,.571,4,7,.571,0,0,,0,0,,2,2,4,5,3,0,0,0,8
2,Karima Christmas,18,3,5,.600,3,4,.750,0,1,.000,2,3,.667,4,3,7,2,0,0,2,2,8
3,Allison Vernerey,15,4,7,.571,4,7,.571,0,0,,0,0,,1,3,4,0,1,0,0,2,8
4,Shay Selby,11,2,5,.400,1,2,.500,1,3,.333,0,0,,1,0,1,4,0,0,0,0,5
6,Haley Peters,25,5,8,.625,5,8,.625,0,0,,1,1,1.000,2,2,4,0,0,0,0,1,11
7,Chelsea Gray,20,5,8,.625,4,5,.800,1,3,.333,0,0,,0,1,1,2,3,0,0,1,11
8,Richa Jackson,19,1,3,.333,1,3,.333,0,0,,3,6,.500,2,5,7,2,3,0,0,2,5
9,Chloe Wells,17,2,5,.400,2,4,.500,0,1,.000,0,0,,0,2,2,3,2,1,2,2,4
10,Kathleen Scheer,14,1,4,.250,1,1,1.000,0,3,.000,2,2,1.000,1,3,4,2,0,0,0,2,4
11,Tricia Liston,12,3,4,.750,1,1,1.000,2,3,.667,0,0,,0,1,1,0,2,0,3,1,8
12,School Totals,200,37,69,.536,30,49,.612,7,20,.350,9,14,.643,13,23,36,25,16,1,8,15,90
