,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Azura Stevens,40,.694,.731,.231,.462,12.0,18.4,15.9,6.7,1.5,7.1,11.3,23.9,128,86,
1,Rebecca Greenwell,38,.574,.591,.545,.727,4.2,11.1,8.4,16.9,3.2,0.0,17.1,25.0,106,89,
2,Elizabeth Williams,38,.380,.417,.000,.667,12.6,16.6,15.0,22.5,0.0,7.5,16.2,26.4,85,91,
3,Ka'lia Johnson,32,.505,.500,.125,.500,0.0,9.9,6.0,26.3,1.9,0.0,33.9,25.0,79,94,
4,Amber Henson,27,.000,.000,1.000,.000,0.0,11.7,7.1,18.5,0.0,10.6,0.0,2.0,119,93,
6,Kendall Cooper,14,1.017,1.000,.000,1.000,11.4,30.1,22.7,13.5,4.4,10.2,67.6,17.2,73,69,
7,Erin Mathias,11,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,106,
8,School Totals,200,.544,.565,.239,.587,32.0,71.1,55.6,66.7,7.6,25.0,21.4,100.0,97.0,84.8,
