,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Connecticut ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Katie Lou Samuelson,37,3,5,.600,1,2,.500,2,3,.667,0,0,,1,7,8,0,0,1,1,1,8
1,Napheesa Collier,36,9,11,.818,9,9,1.000,0,2,.000,5,6,.833,1,7,8,4,2,1,2,2,23
2,Kia Nurse,34,4,7,.571,1,2,.500,3,5,.600,2,2,1.000,0,3,3,3,0,0,0,0,13
3,Crystal Dangerfield,31,2,8,.250,1,6,.167,1,2,.500,0,0,,1,3,4,5,0,0,3,1,5
4,Gabby Williams,22,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,0,2,2,5,0,1,1,3,6
6,Azura Stevens,18,5,6,.833,5,6,.833,0,0,,4,4,1.000,0,1,1,1,0,3,2,2,14
7,Megan Walker,10,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,0,0,0,2,0,0
8,Kyla Irwin,4,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,0,2
9,Molly Bent,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,3,0
10,Batouly Camara,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0
11,Lexi Gordon,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
12,School Totals,200,26,44,.591,20,32,.625,6,12,.500,13,14,.929,5,27,32,18,3,6,13,14,71
