,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Rennia Davis,7,10,7,7,0,3,4,4,0,11,3,1,0,1,1,18,0.4,3.0
1,Meme Jackson,3,7,0,2,3,5,2,2,1,0,5,1,0,1,3,11,0.2857142857142857,5.0
2,Evina Westbrook,6,9,6,8,0,1,0,5,1,2,6,0,2,6,3,12,0.0,1.0
3,Jaime Nared,3,7,3,6,0,1,4,4,0,2,4,3,0,1,0,10,0.5714285714285714,4.0
4,Mercedes Russell,3,6,3,6,0,0,4,6,4,2,0,0,1,1,2,10,0.6666666666666666,0.0
10,School Totals,37,60,33,48,4,12,22,36,10,28,24,10,4,17,16,100,0.36666666666666664,1.411764705882353
