,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Zia Cooke,4,11,4,9,0,2,5,6,0,3,1,3,0,4,1,13,0.45454545454545453,0.25
1,Destanni Henderson,0,4,0,3,0,1,0,2,0,5,4,4,0,1,1,0,0.0,4.0
2,Victaria Saxton,7,10,7,10,0,0,6,7,3,3,1,0,1,2,3,20,0.6,0.5
3,Aliyah Boston,8,13,7,10,1,3,3,3,9,9,3,0,0,2,1,20,0.23076923076923078,1.5
4,Brea Beal,3,8,2,5,1,3,0,3,2,4,0,0,1,1,4,7,0.0,0.0
10,School Totals,28,62,25,48,3,14,20,28,19,31,12,8,4,17,11,79,0.3225806451612903,0.7058823529411765
