,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Katie Healy,35,.726,.692,.000,.462,0.0,11.8,6.3,18.0,5.0,3.9,16.1,30.5,124,76,
1,Nyla Rueter,34,.586,.500,.667,.889,0.0,24.3,13.1,18.1,3.5,0.0,7.4,22.7,122,80,
2,Emily Michael,31,1.000,1.000,1.000,.000,5.2,22.2,14.3,0.0,5.7,0.0,50.0,11.1,87,75,
3,Miranda Drummond,29,.611,.611,.556,.000,5.5,9.5,7.7,8.6,2.0,0.0,10.0,19.7,113,86,
4,Mariah Ruff,21,.404,.500,.250,.500,7.6,26.3,17.6,49.6,0.0,0.0,29.1,18.7,94,86,
6,Matea Britvar,24,.759,.667,.000,.667,6.7,0.0,3.1,0.0,2.4,5.7,34.0,14.0,105,84,
7,McKenna Maycock,13,.000,.000,.000,.000,0.0,31.8,17.1,13.4,0.0,0.0,50.0,17.6,16,85,
8,Kelcie Rombach,4,.000,.000,1.000,.000,0.0,34.5,18.5,0.0,0.0,0.0,0.0,14.3,0,82,
9,Imani Outlaw,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,0,94,
10,Gabby Richmond,4,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,42.9,0,85,
11,Erin Wood,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,94,
12,School Totals,200,.596,.565,.348,.391,16.0,82.8,51.9,52.2,14.7,6.9,22.7,100.0,95.6,79.4,
