,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Christyn Williams,40,.587,.587,.391,.000,3.4,9.1,6.5,7.1,0.0,3.2,8.0,29.0,126,108,
1,Paige Bueckers,37,.475,.444,.333,.111,11.2,19.7,15.7,26.7,0.0,0.0,9.6,26.2,129,107,
2,Evina Westbrook,37,.944,.944,.556,.000,3.7,26.2,15.7,33.3,3.0,3.5,25.0,15.0,154,96,
3,Olivia Nelson-Ododa,36,.333,.333,.000,.000,23.0,16.8,19.7,20.6,3.1,3.6,40.0,12.9,101,98,
4,Aaliyah Edwards,31,.784,.818,.000,.091,8.9,3.9,6.2,9.1,3.5,8.3,8.0,18.6,150,97,
6,Aubrey Griffin,11,.250,.250,.250,.000,12.5,33.1,23.5,0.0,0.0,11.7,0.0,16.9,87,96,
7,Anna Makurat,8,1.500,1.500,1.000,.000,0.0,15.2,8.1,16.7,0.0,0.0,0.0,11.6,278,109,
8,School Totals,200,.618,.616,.315,.041,48.3,81.8,66.1,75.0,8.2,19.4,13.9,100.0,126.0,98.6,
