,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Notre Dame ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Skylar Diggins,33,13,21,.619,12,18,.667,1,3,.333,4,6,.667,1,1,2,6,7,0,1,1,31
1,Lindsay Schrader,31,6,10,.600,6,10,.600,0,0,,2,4,.500,5,6,11,1,1,0,4,0,14
2,Ashley Barlow,31,2,5,.400,1,2,.500,1,3,.333,2,2,1.000,1,0,1,2,1,0,1,3,7
3,Melissa Lechlitner,26,2,6,.333,1,4,.250,1,2,.500,7,8,.875,1,0,1,3,1,0,1,1,12
4,Erica Williamson,11,2,2,1.000,2,2,1.000,0,0,,1,1,1.000,1,1,2,0,1,0,1,1,5
6,Devereaux Peters,20,1,4,.250,1,4,.250,0,0,,1,6,.167,1,1,2,4,3,1,1,2,3
7,Becca Bruszewski,17,2,5,.400,2,5,.400,0,0,,0,0,,1,2,3,2,2,0,2,3,4
8,Brittany Mallory,16,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,3,4,1,2,0,1,1,2
9,Natalie Novosel,13,2,3,.667,2,3,.667,0,0,,2,2,1.000,2,1,3,1,1,0,2,1,6
10,Alena Christiansen,1,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,0,0
11,Kaila Turner,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,31,59,.525,28,49,.571,3,10,.300,19,29,.655,15,16,31,20,19,1,14,13,84
