,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Skylar Diggins,1,7,1,4,0,3,4,4,2,5,12,1,0,6,1,6,0.5714285714285714,2.0
1,Brittany Mallory,7,14,1,4,6,10,0,0,1,3,2,3,0,3,2,20,0.0,0.6666666666666666
2,Natalie Novosel,6,15,3,10,3,5,0,0,2,5,3,2,0,8,1,15,0.0,0.375
3,Devereaux Peters,6,8,6,8,0,0,5,6,3,10,4,4,3,2,2,17,0.625,2.0
4,Becca Bruszewski,2,3,2,3,0,0,0,1,0,2,1,1,0,1,3,4,0.0,1.0
11,School Totals,28,59,19,41,9,18,13,18,14,31,24,14,4,24,13,78,0.22033898305084745,1.0
