,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ashley Joens,39,.429,.429,.429,.000,3.2,23.1,14.2,6.1,4.3,0.0,6.7,19.0,87,56,
1,Lexi Donarski,38,.631,.538,.692,.462,0.0,7.9,4.4,6.3,1.5,2.3,11.3,23.0,118,69,
2,Emily Ryan,38,.503,.462,.231,.308,3.3,13.2,8.8,56.6,4.4,2.3,21.3,24.4,102,60,
3,Morgan Kane,22,.402,.364,.091,.273,17.0,13.6,15.2,0.0,2.5,0.0,7.5,30.0,88,65,
4,Nyamer Diew,20,.565,.500,.667,1.000,0.0,15.0,8.3,20.0,0.0,4.3,18.8,13.2,109,68,
6,Maggie Espenmiller-McGraw,13,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.6,0,79,
7,Izzi Zingaro,10,.333,.333,.000,.000,0.0,70.0,38.9,0.0,0.0,0.0,25.0,19.8,49,42,
8,Aubrey Joens,9,.000,.000,1.000,.000,13.9,0.0,6.2,0.0,0.0,0.0,0.0,5.5,56,79,
9,Beatriz Jordao,8,.526,,,,15.6,12.5,13.9,0.0,0.0,0.0,53.2,11.6,75,72,
10,Maddie Frederick,2,.513,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,75,79,
11,Maggie Vick,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,79,
12,School Totals,200,.482,.442,.383,.333,21.9,77.5,52.8,59.1,11.1,6.5,14.7,100.0,93.1,61.1,
