,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,West Virginia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bria Holmes,36,7,13,.538,5,9,.556,2,4,.500,5,7,.714,1,2,3,3,0,1,5,2,21
1,Arielle Roberson,28,1,3,.333,1,3,.333,0,0,,0,0,,6,1,7,1,0,1,5,2,2
2,Lanay Montgomery,25,2,4,.500,2,4,.500,0,0,,0,0,,1,9,10,0,0,5,2,4,4
3,Chania Ray,18,2,7,.286,1,3,.333,1,4,.250,3,3,1.000,0,0,0,3,0,0,6,3,8
4,Katrina Pardee,6,0,3,.000,0,0,,0,3,.000,0,0,,0,2,2,0,0,0,0,1,0
6,Tynice Martin,29,7,12,.583,5,6,.833,2,6,.333,0,0,,2,6,8,1,0,0,2,4,16
7,Teana Muldrow,28,6,10,.600,3,7,.429,3,3,1.000,0,0,,0,9,9,2,0,3,3,1,15
8,Jessica Morton,22,5,11,.455,5,10,.500,0,1,.000,2,3,.667,1,0,1,3,1,1,2,5,12
9,Alexis Brewer,8,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,2,2,0,0,0,2,0,3
10,School Totals,200,31,65,.477,22,43,.512,9,22,.409,10,13,.769,11,31,42,13,1,11,27,22,81
