,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Ohio State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Mitchell,37,11,31,.355,6,19,.316,5,12,.417,18,22,.818,0,5,5,2,3,0,3,2,45
1,Shayla Cooper,37,5,14,.357,3,12,.250,2,2,1.000,3,4,.750,2,8,10,1,0,2,1,2,15
2,Asia Doss,34,3,7,.429,2,5,.400,1,2,.500,0,0,,0,2,2,5,2,1,1,2,7
3,Cait Craft,28,2,6,.333,0,4,.000,2,2,1.000,1,2,.500,1,0,1,1,2,1,0,3,7
4,Alexa Hart,27,3,7,.429,3,7,.429,0,0,,0,1,.000,3,3,6,0,1,1,2,1,6
6,Ameryst Alston,21,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,1,6
7,Makayla Waterman,16,0,0,,0,0,,0,0,,2,2,1.000,3,2,5,0,2,0,0,0,2
8,School Totals,200,26,70,.371,16,51,.314,10,19,.526,26,33,.788,9,21,30,9,10,5,7,11,88
