,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kelsey Mitchell,37,.543,.435,.387,.710,0.0,16.9,7.5,15.3,3.8,0.0,6.9,51.6,113,95,
1,Shayla Cooper,37,.472,.429,.143,.286,5.4,27.0,15.0,5.2,0.0,5.0,6.0,19.8,104,98,
2,Asia Doss,34,.500,.500,.286,.000,0.0,7.4,3.3,26.2,2.8,2.7,12.5,10.3,112,99,
3,Cait Craft,28,.504,.500,.333,.333,3.6,0.0,2.0,6.2,3.3,3.3,0.0,10.7,120,99,
4,Alexa Hart,27,.401,.429,.000,.143,11.1,13.9,12.3,0.0,1.7,3.4,21.2,15.3,81,99,
6,Ameryst Alston,21,.504,.400,.200,.400,0.0,6.0,2.6,0.0,0.0,0.0,0.0,12.2,112,107,
7,Makayla Waterman,16,1.053,,,,18.8,15.6,17.4,0.0,5.9,0.0,0.0,2.4,238,91,
8,School Totals,200,.514,.443,.271,.471,22.5,65.6,41.7,34.6,11.8,11.6,7.6,100.0,103.5,95.3,
