,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Gonzaga,70.2,0.447,7.6,24.2,0.167,100.0
1,Oregon State,70.2,0.449,13.2,45.2,0.39,108.6
