,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Taya Corosdale,40,.548,.500,.500,.200,6.4,15.1,10.9,9.9,2.8,1.9,15.5,15.6,116,101,
1,Mikayla Pivec,38,.565,.423,.154,.615,6.8,28.6,18.0,33.5,0.0,2.0,19.5,26.1,119,103,
2,Katie McWilliams,28,.202,.000,.250,.500,0.0,8.6,4.4,0.0,0.0,0.0,0.0,8.4,66,111,
3,Destiny Slocum,26,.550,.500,.333,.444,9.9,18.6,14.4,34.3,4.4,0.0,0.0,20.0,148,99,
4,Maddie Washington,20,.667,.667,.000,.000,19.3,18.1,18.7,16.5,0.0,0.0,0.0,21.8,153,108,
6,Aleah Goodman,27,.556,.357,.571,1.143,4.8,0.0,2.3,21.0,0.0,2.8,22.2,24.2,112,111,
7,Joanna Grymek,20,.393,.429,.000,.571,25.7,12.1,18.7,0.0,0.0,0.0,18.6,26.0,83,110,
8,School Totals,199,.526,.449,.254,.475,45.2,75.8,60.9,66.7,5.7,5.7,13.2,100.0,108.6,100.0,
