,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Gonzaga ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Katie Campbell,36,0,6,.000,0,1,.000,0,5,.000,2,2,1.000,1,1,2,0,1,0,1,4,2
1,Jessie Loera,34,4,11,.364,3,7,.429,1,4,.250,2,2,1.000,0,3,3,6,2,1,1,4,11
2,Chandler Smith,31,6,12,.500,6,10,.600,0,2,.000,1,1,1.000,1,2,3,3,0,3,1,4,13
3,LeeAnne Wirth,29,5,11,.455,5,11,.455,0,0,,0,0,,1,4,5,1,0,0,0,5,10
4,Zykera Rice,19,8,13,.615,6,11,.545,2,2,1.000,2,2,1.000,1,2,3,0,1,0,1,4,20
6,Jenn Wirth,25,3,10,.300,3,10,.300,0,0,,2,4,.500,3,4,7,1,0,0,1,1,8
7,Melody Kempton,14,2,3,.667,2,3,.667,0,0,,2,4,.500,1,0,1,1,2,0,0,2,6
8,Louise Forsyth,12,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,3,0
9,School Totals,200,28,66,.424,25,53,.472,3,13,.231,11,15,.733,8,17,25,12,6,4,6,27,70
