,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Marquette ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Selena Lott,40,7,10,.700,6,9,.667,1,1,1.000,2,3,.667,0,6,6,5,3,0,4,4,17
1,Lauren Van Kleunen,37,8,14,.571,6,10,.600,2,4,.500,0,0,,2,4,6,1,2,0,4,3,18
2,Jordan King,37,3,7,.429,3,3,1.000,0,4,.000,2,3,.667,0,6,6,5,0,0,1,5,8
3,Chloe Marotta,26,1,4,.250,1,4,.250,0,0,,0,0,,1,7,8,4,0,0,3,0,2
4,Camryn Taylor,23,6,14,.429,6,14,.429,0,0,,3,5,.600,1,1,2,1,0,0,2,5,15
6,Taylor Valladay,19,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0
7,Claire Kaifes,12,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3
8,Liza Karlen,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,199,26,54,.481,22,42,.524,4,12,.333,7,11,.636,4,24,28,17,5,0,14,17,63
