,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Danni Williams,38,5,11,.455,3,5,.600,2,6,.333,3,3,1.000,2,1,3,1,2,0,3,3,15
1,Jatarie White,34,6,11,.545,6,11,.545,0,0,,1,3,.333,3,4,7,0,0,1,4,0,13
2,Joyner Holmes,31,6,14,.429,6,13,.462,0,1,.000,0,2,.000,5,7,12,2,0,0,3,3,12
3,Sug Sutton,31,3,8,.375,3,6,.500,0,2,.000,2,2,1.000,2,6,8,6,0,0,6,4,8
4,Audrey Warren,21,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,5,2,3
6,Destiny Littleton,28,3,8,.375,1,2,.500,2,6,.333,1,2,.500,1,3,4,2,1,0,2,3,9
7,Charli Collier,15,2,7,.286,2,7,.286,0,0,,1,2,.500,5,5,10,0,0,1,0,0,5
8,Jada Underwood,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,200,26,63,.413,21,46,.457,5,17,.294,8,14,.571,18,26,44,11,3,2,23,15,65
