,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ali Patberg,37,.503,.444,.333,.222,0.0,14.9,8.3,31.8,4.3,0.0,28.8,19.0,91,83,
1,Bendu Yeaney,34,.609,.577,.231,.154,4.0,16.3,10.8,17.7,4.7,0.0,17.8,25.1,107,81,
2,Jaelynn Penn,33,.571,.571,.333,.000,0.0,13.4,7.4,0.0,3.2,0.0,8.7,35.3,99,85,
3,Brenna Wise,33,.457,.400,.700,.200,4.2,3.4,3.7,4.9,0.0,2.6,8.4,18.2,92,99,
4,Kym Royster,17,.500,.500,.000,.000,8.1,6.5,7.2,0.0,0.0,0.0,20.0,14.9,87,96,
6,Linsey Marchese,22,.000,.000,.000,.000,0.0,5.0,2.8,0.0,0.0,0.0,50.0,4.6,0,98,
7,Grace Berger,16,.667,.667,.000,.000,0.0,0.0,0.0,0.0,3.3,0.0,25.0,12.7,93,94,
8,Aleksa Gulbe,7,.000,.000,1.000,.000,0.0,15.8,8.7,0.0,7.6,0.0,0.0,14.5,0,75,
9,Keyanna Warthen,0,,,,,,,,,,,,,,,
10,School Totals,199,.524,.500,.349,.095,10.3,50.0,32.3,39.3,13.3,2.2,16.5,100.0,92.0,86.7,
