,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Mississippi State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Victoria Vivians,34,4,16,.250,3,11,.273,1,5,.200,3,4,.750,1,3,4,1,0,0,5,2,12
1,Dominique Dillingham,33,5,10,.500,4,8,.500,1,2,.500,0,0,,3,1,4,0,1,0,0,3,11
2,Teaira McCowan,25,2,6,.333,2,6,.333,0,0,,3,4,.750,1,9,10,1,0,0,0,3,7
3,Morgan William,23,2,6,.333,2,5,.400,0,1,.000,4,4,1.000,0,0,0,4,1,1,1,1,8
4,Breanna Richardson,20,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,1,1,2,1,1,0,1,4,4
6,Ketara Chapel,19,1,2,.500,1,2,.500,0,0,,2,2,1.000,2,0,2,0,1,0,2,1,4
7,Jazzmun Holmes,17,3,5,.600,3,5,.600,0,0,,0,0,,0,0,0,0,0,0,0,1,6
8,Chinwe Okorie,14,1,1,1.000,1,1,1.000,0,0,,0,0,,1,3,4,0,0,2,0,1,2
9,Roshunda Johnson,6,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
10,Blair Schaefer,6,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,1,0,0,0,1,0
11,Iggy Allen,1,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1
12,Zion Campbell,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
13,Ameshya Williams-Holliday,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
14,School Totals,200,19,55,.345,17,43,.395,2,12,.167,15,18,.833,9,17,26,8,4,3,9,19,55
