,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
0,Austin Peay ,16,53,13,39,3,14,7,9,8,12,4,4,3,20,13,42,0.1320754716981132,0.2,2010,8,14,6,11,2,4,3,5,3,5,1,1,1,7,4,21,0.2222222222222222,0.3333333333333333,1327,Michigan ,24,57,22,44,2,13,14,21,16,30,11,8,1,14,10,64,0.2456140350877192,0.7857142857142857,12,16,12,16,2,8,3,6,7,7,3,5,0,4,2,27,1.0,2.0,False,663
1,Tennessee ,31,67,26,48,5,19,8,13,21,25,18,6,5,13,14,75,0.1194029850746268,1.3846153846153846,2010,9,13,9,11,4,12,4,6,8,7,4,2,2,4,5,18,0.5714285714285714,2.0,1326,Villanova ,19,58,13,37,6,21,5,7,6,17,8,8,6,12,21,49,0.0862068965517241,0.6666666666666666,5,14,5,11,3,8,2,2,1,5,2,2,3,3,5,12,0.3333333333333333,1.0,True,663
2,Baylor ,17,45,16,38,1,7,15,20,5,23,11,5,5,20,17,50,0.3333333333333333,0.55,2010,5,13,5,13,0,2,4,6,1,5,4,1,5,5,5,14,0.4,1.5,1325,Brigham Young ,21,54,15,37,6,17,9,12,7,29,14,6,1,16,15,57,0.1666666666666666,0.875,6,17,5,12,3,7,8,8,4,9,8,3,0,5,4,21,0.4705882352941176,1.6,False,663
3,Connecticut ,28,67,25,50,3,17,11,19,12,23,20,6,3,7,15,70,0.1641791044776119,2.857142857142857,2010,14,26,11,18,3,8,5,8,5,8,4,3,2,2,4,34,0.625,2.0,1324,Villanova ,22,59,16,33,6,26,11,17,9,22,14,9,4,8,15,61,0.1864406779661017,1.75,10,22,9,16,1,6,4,7,5,9,3,6,2,2,4,25,0.6,3.0,True,663
4,Baylor ,18,53,16,41,2,12,13,20,8,28,12,4,9,12,18,51,0.2452830188679245,1.0,2010,6,13,6,13,1,5,3,8,4,8,4,2,9,5,4,15,0.6666666666666666,1.0,1323,Texas ,35,55,32,49,3,6,5,10,6,19,16,9,3,11,9,78,0.0909090909090909,1.4545454545454546,6,13,6,12,1,2,1,4,1,4,8,2,1,2,2,12,0.25,4.0,False,663
5,Duke ,15,65,12,48,3,17,15,20,16,25,7,6,4,10,16,48,0.2307692307692307,0.7,2010,4,18,3,11,1,7,7,8,3,4,2,4,1,4,5,16,0.3888888888888889,1.0,1322,Utah ,23,45,17,25,6,20,4,4,1,13,13,4,2,18,13,56,0.0888888888888888,0.7222222222222222,6,10,6,7,4,7,2,2,1,4,5,2,1,4,3,18,0.2222222222222222,2.0,False,663
6,Baylor ,26,53,23,46,3,7,22,25,5,33,18,2,13,12,12,77,0.4150943396226415,1.5,2010,8,18,8,18,1,3,11,13,3,8,7,1,10,3,4,27,1.1428571428571428,2.0,1321,Iowa State ,28,65,21,45,7,20,15,26,11,27,6,2,6,7,14,78,0.2307692307692307,0.8571428571428571,13,28,9,20,4,8,6,12,5,10,6,1,3,3,4,36,0.5,2.0,False,663
7,Tennessee ,25,76,20,60,5,16,7,15,17,22,13,5,3,8,17,62,0.0921052631578947,1.625,2010,7,22,6,16,2,6,3,6,5,5,7,1,2,2,4,18,0.1764705882352941,7.0,1320,UT Arlington ,27,62,20,46,7,16,10,16,7,26,11,6,5,9,20,71,0.1612903225806451,1.2222222222222223,6,15,6,15,2,5,7,11,3,7,4,3,2,4,5,19,0.4666666666666667,2.0,False,663
8,Bowling Green State ,19,51,8,29,11,22,13,22,10,24,12,5,1,16,15,62,0.2549019607843137,0.75,2010,5,13,3,6,5,8,6,6,4,8,7,2,1,3,3,19,0.6666666666666666,3.5,1319,Stanford ,19,51,16,34,3,17,18,22,11,31,14,4,11,17,22,59,0.3529411764705882,0.8235294117647058,7,14,5,10,2,4,10,11,3,9,4,1,6,4,4,20,0.9090909090909092,1.3333333333333333,True,663
9,Michigan State ,28,68,24,52,4,16,12,14,15,27,16,8,2,10,20,72,0.1764705882352941,1.6,2010,7,13,5,10,2,3,2,3,5,8,3,3,1,3,4,17,0.4,3.0,1318,Texas ,17,52,12,39,5,13,11,20,4,20,8,4,1,10,24,50,0.2115384615384615,0.8,6,18,5,14,1,4,4,4,1,7,6,1,1,2,5,15,0.3636363636363636,6.0,True,663
10,Chattanooga ,23,60,13,26,10,34,7,11,10,30,12,4,1,23,17,63,0.1166666666666666,0.5217391304347826,2010,6,13,6,12,4,8,2,5,3,8,3,2,1,5,4,15,1.0,0.6666666666666666,1317,Louisville ,28,67,21,44,7,23,13,21,12,19,15,11,8,7,20,76,0.1940298507462686,2.142857142857143,7,21,7,15,3,9,9,10,5,5,6,4,3,2,5,23,0.5,4.0,False,663
11,Oklahoma State ,27,70,27,55,0,15,16,23,13,23,19,13,3,10,14,70,0.2285714285714285,1.9,2010,9,25,9,20,0,5,7,10,4,5,10,3,1,4,3,25,0.6666666666666666,10.0,1316,Tennessee ,24,68,19,47,5,21,11,19,13,25,9,5,2,17,18,64,0.1617647058823529,0.5294117647058824,9,19,7,13,3,8,3,4,5,7,4,2,1,4,4,22,0.2307692307692307,1.0,True,663
12,Cleveland State ,22,59,20,44,2,15,12,16,10,22,15,8,1,24,17,58,0.2033898305084746,0.625,2010,12,23,11,18,1,5,6,7,4,6,8,4,1,6,4,31,1.0,1.6,1315,North Carolina ,26,56,17,33,9,23,18,23,9,25,16,5,3,15,16,79,0.3214285714285714,1.0666666666666669,8,15,5,9,4,7,8,8,2,9,4,2,2,5,5,28,0.5333333333333333,2.0,False,663
13,Notre Dame ,33,64,30,53,3,11,17,23,10,28,25,13,2,14,15,86,0.265625,1.7857142857142858,2010,5,12,4,9,1,4,5,5,2,6,8,3,1,5,4,13,1.25,4.0,1314,Stephen F. Austin ,22,65,13,36,9,29,13,16,15,19,12,7,1,12,23,66,0.2,1.0,7,17,5,13,5,10,7,9,6,4,4,3,1,4,6,26,0.4117647058823529,2.0,True,663
14,Dayton ,27,65,23,52,4,13,6,10,8,25,9,6,5,15,16,64,0.0923076923076923,0.6,2010,8,11,8,9,2,3,2,3,2,9,3,1,2,3,5,17,0.25,1.0,1313,Miami ,30,56,22,34,8,22,10,11,4,22,11,7,3,12,11,78,0.1785714285714285,0.9166666666666666,5,10,4,8,3,8,3,3,1,5,3,2,0,3,2,14,0.375,3.0,False,663
15,Tennessee ,41,76,35,65,6,11,4,12,15,28,20,10,10,9,16,92,0.0526315789473684,2.2222222222222223,2010,8,16,8,16,3,4,1,3,4,8,7,3,6,2,4,17,0.1428571428571428,4.0,1312,South Florida ,24,59,15,37,9,22,9,11,9,18,11,10,0,13,14,66,0.1525423728813559,0.8461538461538461,7,16,5,11,3,9,5,6,3,7,3,2,0,4,4,21,0.3125,1.5,True,663
16,DePaul ,31,76,24,57,7,19,7,11,14,22,18,8,5,16,25,76,0.0921052631578947,1.125,2010,10,19,8,14,3,6,3,4,5,4,5,2,3,3,5,24,0.2307692307692307,1.6666666666666667,1311,Mississippi ,23,59,17,49,6,10,9,13,8,19,16,4,5,11,19,61,0.1525423728813559,1.4545454545454546,3,16,3,16,2,2,3,4,5,6,6,1,3,3,4,9,0.3333333333333333,6.0,True,663
17,Vanderbilt ,28,63,23,41,5,22,22,33,11,28,21,9,2,16,17,83,0.3492063492063492,1.3125,2010,7,14,7,11,3,8,9,11,4,8,6,3,1,5,3,26,0.6428571428571429,3.0,1310,South Dakota ,29,52,23,38,6,14,11,15,2,25,19,9,2,10,14,75,0.2115384615384615,1.9,7,14,6,10,2,4,5,8,1,6,7,3,1,3,3,20,0.7142857142857143,3.5,True,663
18,East Tennessee State ,28,64,13,33,15,31,11,17,11,19,16,8,3,15,19,82,0.171875,1.0666666666666669,2010,11,18,6,10,5,8,4,7,3,6,7,2,0,5,4,30,0.3636363636363636,3.5,1309,Michigan ,20,52,17,35,3,17,9,11,11,24,10,5,2,12,17,52,0.173076923076923,0.8333333333333334,6,12,6,12,2,9,5,5,6,6,3,2,1,4,4,17,0.4166666666666667,2.0,True,663
19,Xavier ,36,82,29,56,7,26,15,19,25,25,21,11,7,14,15,94,0.1829268292682926,1.5,2010,15,23,15,21,2,11,7,10,13,8,8,3,5,5,4,31,1.0,4.0,1308,South Dakota ,19,52,14,32,5,20,6,10,6,19,12,5,0,10,16,49,0.1153846153846153,1.2,7,13,7,10,1,7,3,4,1,7,4,2,0,3,5,17,0.5,4.0,True,663
20,Florida State ,18,63,14,49,4,14,10,15,11,16,10,2,3,17,17,50,0.1587301587301587,0.5882352941176471,2010,6,14,6,14,1,5,3,4,4,4,6,1,2,5,5,15,0.2727272727272727,1.2,1307,Baylor ,17,54,12,28,5,26,8,12,9,26,15,4,3,19,22,47,0.1481481481481481,0.7894736842105263,6,12,6,10,2,8,2,3,3,7,5,2,1,5,5,13,0.2222222222222222,1.25,True,663
21,Connecticut ,32,60,26,48,6,12,20,25,12,28,23,7,8,17,16,90,0.3333333333333333,1.3529411764705883,2010,8,16,8,16,2,4,4,8,5,9,7,2,4,4,2,22,0.3333333333333333,7.0,1306,South Dakota ,20,51,12,35,8,16,13,17,3,23,10,10,2,14,18,61,0.2549019607843137,0.7142857142857143,6,14,4,11,3,6,4,5,1,7,5,4,1,3,5,16,1.0,2.0,True,663
22,Fresno State ,21,61,11,27,10,34,3,5,15,19,12,4,1,18,18,55,0.0491803278688524,0.6666666666666666,2010,5,17,3,6,3,11,1,1,4,3,3,4,0,6,5,13,0.3333333333333333,2.0,1305,Kentucky ,20,56,16,41,4,15,18,24,8,20,10,8,1,15,20,62,0.3214285714285714,0.6666666666666666,4,14,3,8,2,6,7,7,1,7,3,6,1,4,5,17,1.25,1.0,False,663
23,Baylor ,28,57,27,52,1,5,12,19,10,24,22,6,2,12,12,69,0.2105263157894736,1.8333333333333333,2010,6,16,6,16,1,2,6,11,4,6,11,2,2,3,2,18,0.5,5.0,1304,Princeton ,26,53,23,43,3,10,14,20,4,26,9,6,2,18,17,69,0.2641509433962264,0.5,9,21,8,15,2,7,9,11,1,7,2,3,2,6,4,29,0.6,1.0,False,663
24,Georgetown ,12,70,9,52,3,18,6,10,15,23,9,8,5,13,24,33,0.0857142857142857,0.6923076923076923,2010,3,14,3,12,1,7,5,6,3,5,1,2,2,3,4,9,0.3571428571428571,1.0,1303,Indiana ,22,43,18,31,4,12,8,11,1,27,11,5,5,16,13,56,0.1860465116279069,0.6875,7,14,7,14,1,3,3,4,1,7,4,1,4,6,3,15,0.4285714285714285,1.5,False,663
25,Baylor ,16,42,16,38,0,4,17,27,7,37,10,8,16,20,10,49,0.4047619047619047,0.5,2010,5,9,5,9,0,3,6,7,3,13,5,3,14,6,3,11,0.75,4.0,1302,Princeton ,21,62,16,45,5,17,8,10,10,17,8,5,2,8,15,55,0.1290322580645161,1.0,5,15,4,13,3,7,4,4,5,10,2,2,1,4,4,13,0.3076923076923077,2.0,False,663
26,Georgia ,21,63,13,37,8,26,24,37,22,29,13,2,7,12,21,74,0.3809523809523809,1.0833333333333333,2010,7,21,5,12,3,9,11,13,9,7,4,1,2,3,5,27,0.75,2.0,1301,Texas ,26,55,24,51,2,4,12,15,10,18,9,12,4,17,12,66,0.2181818181818181,0.5294117647058824,7,11,7,11,0,1,3,4,3,5,3,1,1,3,4,17,0.6,1.0,True,663
27,Oklahoma State ,20,66,14,49,6,17,25,30,13,23,10,6,3,8,24,71,0.3787878787878788,1.25,2010,9,31,7,21,3,10,11,14,3,8,7,4,1,2,5,31,2.0,3.5,1300,Ohio State ,26,61,22,49,4,12,7,7,12,18,10,11,5,17,17,63,0.1147540983606557,0.5882352941176471,7,16,6,14,3,4,2,2,2,5,4,4,2,6,3,19,0.3333333333333333,1.0,True,663
28,Georgia ,12,59,8,37,4,22,8,13,8,23,4,5,6,12,17,36,0.135593220338983,0.3333333333333333,2010,2,12,2,11,1,5,3,4,2,5,2,2,3,3,4,7,0.2727272727272727,1.0,1299,Louisiana State ,25,68,23,60,2,8,12,22,12,18,8,13,5,10,14,64,0.1764705882352941,0.8,12,30,11,26,1,4,7,13,5,5,4,4,1,3,4,32,0.5,2.0,False,663
29,Stanford ,28,66,23,49,5,17,12,15,16,33,19,4,3,11,10,73,0.1818181818181818,1.7272727272727273,2010,6,13,6,12,2,6,5,5,5,10,5,2,2,2,2,17,0.4166666666666667,5.0,1298,Ohio State ,28,58,18,36,10,22,13,16,6,33,16,5,4,19,22,79,0.2241379310344827,0.8421052631578947,9,17,7,12,4,7,3,4,2,8,8,3,1,6,4,23,0.75,3.0,False,663
30,Gonzaga ,26,59,20,47,6,12,14,18,10,26,15,11,8,17,12,72,0.2372881355932203,0.8823529411764706,2010,8,14,7,13,3,6,6,8,3,7,6,3,4,11,5,23,0.4285714285714285,2.5,1297,Oklahoma ,21,65,15,44,6,21,16,26,13,22,14,7,5,28,15,64,0.2461538461538461,0.5,5,12,4,8,3,10,7,12,5,3,4,2,4,6,3,19,1.0,0.8,True,663
31,Texas A&M ,30,66,27,56,3,10,8,15,13,25,16,15,8,18,15,71,0.1212121212121212,0.8888888888888888,2010,8,12,7,11,1,3,1,2,4,10,5,4,2,7,3,17,0.0909090909090909,5.0,1296,Notre Dame ,41,76,31,51,10,25,16,23,8,29,24,16,5,13,22,108,0.2105263157894736,1.8461538461538465,11,19,8,11,7,12,11,11,2,7,12,4,3,4,4,29,0.8461538461538461,6.0,False,663
32,Gonzaga ,21,59,18,47,3,12,11,15,8,16,13,12,5,16,14,56,0.1864406779661017,0.8125,2010,4,12,4,12,3,6,5,6,2,5,11,5,2,6,3,12,1.0,1.8333333333333333,1295,NC State ,25,62,20,44,5,18,11,14,11,18,9,12,1,10,5,66,0.1774193548387097,0.9,5,11,5,10,2,4,6,7,3,7,2,4,1,3,1,16,0.6,0.5,False,663
33,Xavier ,28,58,21,43,7,15,11,16,13,25,17,8,5,21,13,74,0.1896551724137931,0.8095238095238095,2010,10,13,10,13,2,2,3,4,8,9,6,4,2,6,3,22,0.375,2.5,1294,Notre Dame ,27,53,22,36,5,17,4,5,4,25,9,5,6,15,14,63,0.0754716981132075,0.6,9,19,6,9,3,10,4,5,2,8,6,3,3,5,4,21,0.6666666666666666,1.5,True,663
34,Green Bay ,20,48,14,31,6,17,10,10,4,26,15,3,2,18,20,56,0.2083333333333333,0.8333333333333334,2010,10,13,6,8,4,5,5,5,1,5,3,1,1,6,5,29,0.8,0.5,1293,South Carolina ,23,69,16,50,7,19,16,22,25,23,8,5,5,14,17,69,0.2318840579710145,0.5714285714285714,8,17,8,12,3,10,12,13,12,10,4,2,2,3,4,28,0.9230769230769232,0.6666666666666666,False,663
35,Iowa State ,19,51,11,27,8,24,14,21,8,23,13,5,3,9,12,60,0.2745098039215686,1.4444444444444444,2010,5,18,3,7,3,11,6,8,3,5,7,2,2,2,4,15,0.5,3.5,1292,North Carolina ,24,52,21,41,3,11,10,16,4,22,12,6,2,12,19,61,0.1923076923076923,1.0,9,18,8,16,2,3,4,6,1,6,3,2,1,4,4,23,0.2222222222222222,1.0,False,663
36,Green Bay ,16,44,13,31,3,13,34,40,8,27,10,9,1,30,23,69,0.7727272727272727,0.3333333333333333,2010,5,10,5,9,0,3,13,15,4,7,3,4,1,6,5,23,1.625,1.0,1291,Arizona ,17,59,10,32,7,27,4,7,8,21,14,6,3,14,21,45,0.0677966101694915,1.0,6,12,3,8,3,8,1,2,3,4,3,2,1,3,4,15,0.3333333333333333,2.0,True,663
37,Virginia ,25,67,23,57,2,10,15,23,14,20,10,22,3,19,28,67,0.2238805970149253,0.5263157894736842,2010,14,27,13,24,1,3,5,6,3,6,2,6,2,4,4,34,0.1851851851851851,2.0,1290,North Carolina ,21,51,19,42,2,9,19,24,7,30,15,9,3,13,6,63,0.3725490196078431,1.1538461538461535,7,13,6,12,1,2,9,10,3,9,5,4,2,3,1,19,0.9,2.0,True,663
38,Hampton ,15,56,11,41,4,15,3,8,7,19,4,6,4,16,20,37,0.0535714285714285,0.25,2010,3,13,3,13,1,5,1,2,1,5,3,2,3,6,5,8,0.1,0.5,1289,Arizona ,25,56,21,40,4,16,18,28,2,19,10,11,3,7,21,72,0.3214285714285714,1.4285714285714286,10,19,8,13,2,6,8,13,1,7,4,4,2,2,5,30,0.5,2.0,False,663
39,Duke ,26,57,22,44,4,13,16,22,12,33,15,10,7,11,11,72,0.2807017543859649,1.3636363636363635,2010,6,9,5,7,1,3,3,4,2,5,4,3,2,3,2,13,0.3333333333333333,3.0,1288,Nevada-Las Vegas ,26,49,21,36,5,13,10,16,4,28,11,1,1,16,17,67,0.2040816326530612,0.6875,7,10,7,10,3,5,3,4,1,10,5,1,1,5,5,16,0.3333333333333333,1.0,True,663
40,Hartford ,16,54,13,37,3,17,4,7,6,23,12,7,5,14,18,39,0.074074074074074,0.8571428571428571,2010,5,9,5,8,0,5,2,4,4,4,3,2,3,4,4,12,0.2222222222222222,1.0,1287,Stanford ,29,65,20,43,9,22,11,17,15,35,20,12,8,15,10,78,0.1692307692307692,1.3333333333333333,6,12,5,9,1,3,3,7,7,5,5,4,4,3,1,13,0.4285714285714285,5.0,False,663
41,Louisiana State ,18,56,17,49,1,7,23,30,17,25,9,7,4,13,9,60,0.4107142857142857,0.6923076923076923,2010,5,11,5,11,1,1,10,11,4,6,4,3,1,3,2,20,0.9090909090909092,1.3333333333333333,1286,Montana State ,15,65,11,41,4,24,3,4,8,21,9,10,1,15,14,37,0.0461538461538461,0.6,2,10,2,9,1,6,2,2,3,4,2,3,1,6,2,6,0.2,2.0,True,663
42,Iowa ,27,61,20,38,7,23,6,9,10,17,13,5,2,14,13,67,0.0983606557377049,0.9285714285714286,2010,11,16,9,13,2,6,3,4,1,6,3,2,1,5,4,27,0.3333333333333333,1.5,1285,Ohio State ,19,56,14,36,5,20,20,30,10,17,11,13,7,10,18,63,0.3571428571428571,1.1,7,13,6,9,2,5,10,12,2,4,5,5,2,3,3,25,0.8333333333333334,3.0,True,663
43,Stanford ,36,64,25,46,11,18,13,19,14,19,26,6,4,16,11,96,0.203125,1.625,2010,9,14,9,14,7,9,5,6,5,4,7,2,2,4,2,26,0.6666666666666666,7.0,1284,Missouri State ,21,63,19,59,2,4,12,17,18,28,10,5,6,21,20,56,0.1904761904761904,0.4761904761904761,5,13,5,13,0,2,5,6,3,6,3,3,4,4,4,15,0.3846153846153846,1.0,True,663
44,Iowa State ,15,53,9,28,6,25,0,0,5,23,10,3,1,17,11,36,0.0,0.5882352941176471,2010,4,14,4,8,2,6,0,0,3,6,3,2,1,5,2,10,0.0,0.6,1283,Louisville ,25,58,20,43,5,15,7,9,6,20,12,15,4,11,17,62,0.1206896551724138,1.0909090909090908,9,15,8,13,3,5,3,4,2,14,4,6,1,4,4,22,0.3333333333333333,4.0,False,663
45,Connecticut ,26,66,15,40,11,26,11,13,11,29,22,7,6,9,10,74,0.1666666666666666,2.4444444444444446,2010,9,15,5,13,5,7,6,7,3,5,4,3,2,1,2,25,0.4615384615384615,4.0,1282,Michigan ,16,46,13,32,3,14,15,20,10,24,9,6,2,21,12,50,0.3260869565217391,0.4285714285714285,4,17,4,12,0,5,10,13,5,6,3,3,1,4,3,18,1.0,1.0,True,663
46,James Madison ,21,59,17,41,4,18,7,15,15,23,9,11,1,19,14,53,0.1186440677966101,0.4736842105263157,2010,6,20,4,11,2,9,4,4,4,6,3,3,1,7,3,18,0.3,0.2857142857142857,1281,South Carolina ,18,61,14,43,4,18,9,16,18,26,9,5,8,14,10,49,0.1475409836065573,0.6428571428571429,4,15,4,13,2,6,2,6,5,12,4,2,2,4,4,10,0.3333333333333333,2.0,True,663
47,Temple ,24,57,18,40,6,17,11,16,10,20,11,10,7,17,12,65,0.1929824561403508,0.6470588235294118,2010,6,15,5,10,2,5,2,5,4,8,5,6,3,6,4,15,0.25,2.5,1280,Miami ,11,46,6,27,5,19,6,8,3,20,6,6,4,18,15,33,0.1304347826086956,0.3333333333333333,2,10,2,7,0,3,2,4,2,4,2,1,1,4,3,6,0.2,1.0,True,663
48,Kentucky ,31,62,23,46,8,16,6,12,11,22,15,10,3,15,21,76,0.0967741935483871,1.0,2010,9,18,7,14,3,6,4,9,2,5,7,4,2,5,4,21,0.3076923076923077,7.0,1279,Connecticut ,30,67,18,40,12,27,11,19,18,32,19,14,2,15,15,83,0.1641791044776119,1.2666666666666666,5,14,3,6,3,8,2,2,4,4,5,4,1,3,3,13,0.3333333333333333,5.0,False,663
49,Nebraska ,24,51,19,39,5,12,14,20,5,15,10,5,2,16,15,67,0.2745098039215686,0.625,2010,8,13,7,12,2,5,5,8,4,8,3,1,2,4,5,22,0.4166666666666667,0.75,1278,Mercer ,13,56,10,44,3,12,9,14,8,20,4,8,2,18,18,38,0.1607142857142857,0.2222222222222222,3,14,3,14,1,4,6,8,3,2,1,5,0,5,3,12,2.0,0.2,True,663
50,Kentucky ,23,70,21,53,2,17,20,22,18,13,6,12,0,14,17,68,0.2857142857142857,0.4285714285714285,2010,10,18,10,18,1,7,11,12,8,5,3,4,0,8,4,31,0.6111111111111112,1.5,1277,Notre Dame ,34,59,27,42,7,17,14,19,12,23,18,6,3,13,12,89,0.2372881355932203,1.3846153846153846,8,11,7,11,5,8,6,8,2,10,11,1,2,6,2,19,0.5454545454545454,2.0,False,663
51,Oklahoma ,32,52,27,37,5,15,19,21,8,27,15,8,2,21,18,88,0.3653846153846153,0.7142857142857143,2010,12,17,9,11,3,7,4,5,3,11,6,5,1,6,5,31,0.3636363636363636,1.0,1276,Massachusetts ,29,64,22,48,7,16,13,14,8,12,15,10,0,9,17,78,0.203125,1.6666666666666667,12,19,9,15,4,8,4,4,3,3,6,5,0,7,3,31,0.2857142857142857,2.5,True,663
52,Lamar ,16,52,11,31,5,21,6,10,4,24,11,7,2,21,17,43,0.1153846153846153,0.5238095238095238,2010,6,13,6,11,3,10,3,4,3,7,4,3,1,7,5,15,1.0,0.75,1275,Stanford ,26,57,20,36,6,21,14,21,15,30,15,3,10,18,22,72,0.2456140350877192,0.8333333333333334,7,17,5,13,2,6,6,9,4,7,6,1,5,3,5,19,0.6666666666666666,2.0,False,663
53,West Virginia ,22,58,18,38,4,20,10,19,15,30,12,13,1,22,12,58,0.1724137931034483,0.5454545454545454,2010,6,17,5,11,2,8,2,4,5,8,6,5,1,6,4,15,0.4,1.5,1274,Maryland ,23,68,20,49,3,19,17,23,10,13,8,12,3,7,23,66,0.25,1.1428571428571428,7,16,6,15,1,7,10,12,5,4,2,5,3,2,5,25,0.625,2.0,False,663
54,Lehigh ,11,50,6,27,5,23,15,17,6,17,6,8,6,17,18,42,0.3,0.3529411764705882,2010,4,11,4,8,2,8,4,5,3,5,2,3,2,3,3,12,0.4,1.0,1273,South Carolina ,27,57,21,40,6,17,12,17,8,24,19,11,4,14,11,72,0.2105263157894736,1.3571428571428572,8,12,7,10,3,6,6,7,6,12,4,2,2,5,3,23,0.5,2.0,False,663
55,Iowa State ,29,59,22,42,7,17,14,15,13,31,16,5,3,15,16,79,0.2372881355932203,1.0666666666666669,2010,9,16,8,15,2,6,8,8,4,6,7,2,1,3,4,21,1.3333333333333333,2.333333333333333,1272,Louisville ,27,63,26,55,1,8,4,7,11,18,5,13,2,15,17,59,0.0634920634920634,0.3333333333333333,8,18,8,16,1,3,2,4,4,7,3,4,1,4,5,18,0.1818181818181818,0.75,True,663
56,Liberty ,32,64,30,55,2,9,11,16,16,19,8,8,1,20,25,77,0.171875,0.4,2010,9,14,8,11,1,3,5,7,7,7,4,2,1,8,5,24,0.3571428571428571,0.5,1271,NC State ,36,72,28,47,8,25,16,22,18,26,15,9,5,12,19,96,0.2222222222222222,1.25,7,9,5,6,3,7,7,8,5,4,5,3,1,3,3,16,1.4,1.0,False,663
57,Kentucky ,25,49,18,38,7,11,26,36,9,17,15,16,2,15,17,83,0.5306122448979592,1.0,2010,9,15,7,12,4,7,12,17,2,6,7,5,1,5,4,32,1.0,3.0,1270,Longwood ,23,69,14,37,9,32,13,16,15,21,9,4,2,14,18,68,0.1884057971014492,0.6428571428571429,8,20,5,14,5,13,4,4,4,6,6,2,1,4,3,25,0.2,1.5,True,663
58,Little Rock ,20,47,14,34,6,13,17,26,4,25,15,11,2,15,14,63,0.3617021276595745,1.0,2010,6,17,5,17,4,7,5,8,2,10,6,4,1,3,5,21,0.5,4.0,1269,Washington State ,14,56,11,34,3,22,9,14,8,31,5,2,2,17,23,40,0.1607142857142857,0.2941176470588235,7,18,6,11,1,7,5,6,3,11,2,1,1,4,4,20,1.0,1.0,True,663
59,Georgia Tech ,23,62,22,55,1,7,6,8,13,22,7,9,4,16,20,53,0.0967741935483871,0.4375,2010,10,22,10,22,1,3,6,7,4,11,3,3,2,4,4,26,0.2727272727272727,1.5,1268,Kansas State ,14,53,11,39,3,14,19,22,6,30,7,6,3,11,11,50,0.3584905660377358,0.6363636363636364,5,11,5,11,1,4,10,12,2,13,2,1,1,2,4,20,0.9090909090909092,1.0,True,663
60,Little Rock ,19,51,19,35,0,16,6,12,5,16,9,11,1,19,16,44,0.1176470588235294,0.4736842105263157,2010,9,17,9,17,0,9,3,5,2,4,4,4,1,6,4,20,0.6,0.6666666666666666,1267,NC State ,35,64,26,45,9,19,10,16,8,22,16,9,1,6,13,89,0.15625,2.6666666666666665,8,11,7,8,3,7,3,3,1,5,4,1,0,1,2,18,3.0,4.0,False,663
61,Oklahoma ,23,47,22,40,1,7,13,15,8,22,11,6,1,22,10,60,0.2765957446808511,0.5,2010,8,12,8,12,0,3,5,6,6,5,4,4,1,6,4,19,0.625,1.5,1266,Kansas State ,19,49,12,24,7,25,12,14,4,18,9,5,2,16,14,57,0.2448979591836734,0.5625,6,14,5,10,3,10,3,4,2,6,3,4,1,5,4,17,0.5,2.0,True,663
62,Louisiana State ,20,48,18,41,2,7,10,10,5,19,13,9,4,22,15,52,0.2083333333333333,0.5909090909090909,2010,6,16,5,14,1,2,6,6,1,8,6,4,1,6,4,19,0.375,1.0,1265,Stanford ,34,60,21,34,13,26,10,11,9,23,19,11,5,14,13,91,0.1666666666666666,1.3571428571428572,14,21,8,10,6,11,2,2,3,9,4,6,2,3,3,36,0.5,2.0,False,663
63,Duke ,23,52,22,42,1,10,13,16,10,20,5,13,3,19,16,60,0.25,0.2631578947368421,2010,5,16,4,12,1,4,5,5,2,5,1,3,2,5,4,15,0.8333333333333334,0.5,1264,Kansas ,26,58,21,47,5,11,8,10,5,17,10,3,4,18,18,65,0.1379310344827586,0.5555555555555556,6,16,6,13,2,3,3,5,3,5,4,1,3,4,4,13,0.75,2.0,False,663
