,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
169,Xavier ,27,54,13,24,14,30,7,12,9,17,19,7,8,24,19,75,0.1296296296296296,0.7916666666666666,2010,8,11,6,8,4,8,2,4,3,5,7,3,5,6,4,20,0.3333333333333333,1.4,1158,Oregon ,22,48,17,36,5,12,8,12,6,23,15,10,5,16,10,57,0.1666666666666666,0.9375,9,14,9,13,2,4,4,5,3,6,6,3,4,5,3,22,0.5,1.3333333333333333,True,663
170,Marist ,26,54,16,27,10,27,4,5,6,21,20,6,3,18,19,66,0.074074074074074,1.1111111111111112,2010,9,17,5,9,4,8,3,3,4,8,5,2,2,5,4,25,0.1764705882352941,3.0,1157,Stanford ,27,58,14,33,13,25,6,12,8,21,16,7,6,16,11,73,0.1034482758620689,1.0,7,15,5,10,4,11,3,6,4,5,4,2,5,3,3,17,0.5,1.5,False,663
171,Duke ,27,63,22,46,5,17,12,23,20,22,14,12,1,16,10,71,0.1904761904761904,0.875,2010,7,22,4,16,3,6,3,6,6,3,4,4,1,2,2,17,0.3333333333333333,2.0,1156,Oklahoma State ,23,56,17,38,6,18,10,15,6,25,14,10,2,15,14,62,0.1785714285714285,0.9333333333333332,6,13,4,12,2,7,5,6,2,8,4,3,1,4,4,14,0.4166666666666667,1.3333333333333333,True,663
172,Marist ,24,55,14,28,10,27,16,23,3,24,21,8,4,7,22,74,0.2909090909090909,3.0,2010,7,14,6,11,3,5,7,8,2,6,8,2,3,2,4,16,0.875,4.0,1155,Louisville ,19,53,13,34,6,19,18,22,11,31,10,4,4,16,14,62,0.3396226415094339,0.625,5,17,3,9,2,10,7,9,5,10,2,2,1,4,4,16,0.7777777777777778,2.0,True,663
173,Iowa State ,19,55,14,36,5,19,21,29,15,27,12,3,0,17,20,64,0.3818181818181818,0.7058823529411765,2010,6,20,4,11,2,9,11,14,9,8,5,1,0,5,4,25,0.8461538461538461,2.5,1154,Northwestern ,20,61,14,46,6,15,7,13,9,20,14,10,6,10,18,53,0.1147540983606557,1.4,6,17,3,11,3,9,3,5,3,4,5,3,2,3,4,17,0.25,5.0,True,663
174,Marquette ,27,67,19,49,8,18,8,13,10,18,12,5,3,10,17,70,0.1194029850746268,1.2,2010,8,20,8,17,5,9,3,4,2,7,8,2,1,3,5,19,0.1666666666666666,4.0,1153,NC State ,28,52,20,33,8,19,15,18,7,25,17,9,3,15,13,79,0.2884615384615384,1.1333333333333333,5,8,4,7,4,5,5,7,4,6,4,1,1,2,2,14,0.7142857142857143,4.0,False,663
175,Tennessee ,30,58,25,46,5,12,14,19,11,29,13,6,9,10,12,79,0.2413793103448276,1.3,2010,7,10,7,10,2,4,4,6,2,8,4,2,5,1,2,18,0.4,4.0,1152,North Carolina A&T ,24,56,20,42,4,14,6,9,4,16,12,8,3,11,20,58,0.1071428571428571,1.0909090909090908,11,19,10,16,1,6,2,4,2,6,3,3,3,2,4,23,0.2222222222222222,3.0,True,663
176,Middle Tennessee ,16,56,13,36,3,20,6,10,10,16,7,6,0,17,18,41,0.1071428571428571,0.4117647058823529,2010,5,13,5,13,2,9,5,6,5,6,2,3,0,5,3,15,0.4545454545454545,0.6666666666666666,1151,Alabama ,29,63,18,41,11,22,11,14,12,30,21,4,4,13,13,80,0.1746031746031746,1.6153846153846154,11,21,7,14,4,7,6,8,4,8,8,1,2,4,3,32,0.4285714285714285,3.0,False,663
177,Georgia ,21,44,20,37,1,7,13,18,7,28,7,10,4,21,14,56,0.2954545454545454,0.3333333333333333,2010,5,10,5,9,0,2,8,10,4,10,2,4,3,6,4,18,0.8,1.0,1150,North Carolina ,26,70,16,46,10,24,9,9,12,18,15,4,5,6,15,71,0.1285714285714285,2.5,10,19,8,18,7,11,5,5,6,4,5,1,3,2,4,29,0.3846153846153846,2.5,False,663
178,Montana ,16,49,9,29,7,20,8,12,10,17,9,8,2,23,20,47,0.1632653061224489,0.391304347826087,2010,5,10,3,8,4,6,3,4,3,4,4,3,2,10,4,14,0.5,1.0,1149,Maryland ,34,65,29,52,5,13,25,30,17,30,21,10,4,10,10,98,0.3846153846153846,2.1,9,14,8,13,1,3,6,6,4,7,7,2,2,3,2,22,1.0,3.5,False,663
179,UCLA ,17,40,16,33,1,7,20,33,11,19,6,19,5,18,14,55,0.5,0.3333333333333333,2010,5,10,5,9,0,2,7,12,5,7,3,5,1,5,4,15,2.5,0.6,1148,Mount St. Mary's ,15,61,7,25,8,36,7,10,13,16,11,7,4,18,20,45,0.1147540983606557,0.6111111111111112,3,11,3,6,2,10,5,6,3,4,4,2,2,7,4,8,0.5,2.0,True,663
180,Navy ,16,41,12,22,4,19,7,12,7,23,9,5,1,21,12,43,0.1707317073170731,0.4285714285714285,2010,6,10,6,9,2,7,2,5,4,8,3,3,1,7,5,14,0.4,0.6666666666666666,1147,Stanford ,33,71,18,39,15,32,8,13,13,31,24,8,7,10,12,89,0.1126760563380281,2.4,6,12,4,5,4,8,4,4,1,7,5,3,5,2,3,16,0.4444444444444444,5.0,False,663
181,DePaul ,25,67,22,52,3,15,3,8,15,14,10,12,3,8,8,56,0.044776119402985,1.25,2010,6,17,6,12,1,5,2,5,6,4,4,6,1,4,4,12,0.1538461538461538,1.0,1146,Missouri State ,20,64,12,49,8,15,14,22,16,25,11,3,3,13,12,62,0.21875,0.8461538461538461,3,10,2,10,1,3,6,8,6,7,4,2,0,6,3,9,0.6666666666666666,4.0,False,663
182,North Carolina ,28,58,25,51,3,7,27,30,14,38,19,6,8,22,21,86,0.4655172413793103,0.8636363636363636,2010,8,16,6,12,2,6,8,8,3,7,5,2,5,6,4,22,1.2,2.5,1145,Tennessee ,33,63,31,51,2,12,19,24,20,35,15,7,7,20,14,87,0.3015873015873015,0.75,9,14,8,11,1,4,6,8,7,10,5,2,3,5,3,24,0.5555555555555556,2.0,False,663
183,Kentucky ,28,81,23,58,5,23,13,17,14,9,10,8,3,8,23,74,0.1604938271604938,1.25,2010,10,21,10,20,2,10,6,7,6,2,2,3,2,2,4,23,0.5,1.0,1144,Middle Tennessee ,23,68,13,35,10,33,6,7,4,11,12,7,0,11,17,62,0.088235294117647,1.0909090909090908,9,25,7,20,3,9,6,7,1,3,5,3,0,5,4,26,0.24,3.0,True,663
184,North Carolina ,24,71,18,58,6,13,11,14,13,28,8,4,6,13,14,65,0.1549295774647887,0.6153846153846154,2010,8,18,6,13,2,5,5,6,3,5,4,1,4,4,2,22,0.5,1.0,1143,Iowa State ,25,57,16,35,9,22,20,28,11,24,12,5,3,12,17,79,0.3508771929824561,1.0,10,22,6,15,4,7,9,12,2,7,6,4,2,3,3,33,0.4285714285714285,3.0,False,663
185,Stanford ,27,75,23,54,4,21,14,18,14,21,12,4,5,7,13,72,0.1866666666666666,1.7142857142857142,2010,8,18,8,18,2,7,5,5,5,7,5,1,3,4,4,19,0.4444444444444444,0.75,1142,Michigan State ,28,63,23,46,5,17,14,21,15,22,11,4,4,11,25,75,0.2222222222222222,1.0,5,14,4,8,1,6,7,8,2,4,4,1,1,2,4,16,0.7777777777777778,4.0,False,663
186,Northern Iowa ,24,53,20,39,4,14,14,19,6,23,12,7,1,15,16,66,0.2641509433962264,0.8,2010,7,17,6,11,4,7,4,5,1,8,3,4,1,4,3,21,0.6666666666666666,2.0,1141,Tennessee ,21,62,19,48,2,14,11,14,14,23,5,8,7,16,17,55,0.1774193548387097,0.3125,5,17,5,14,1,4,4,4,5,7,2,2,4,6,4,12,0.5,1.0,True,663
187,Michigan State ,28,60,20,40,8,20,5,10,7,26,17,8,6,12,16,69,0.0833333333333333,1.4166666666666667,2010,7,14,5,8,4,9,2,3,2,6,6,2,3,4,5,17,0.25,2.0,1140,Michigan ,23,60,17,40,6,20,18,22,11,26,13,13,1,13,10,70,0.3,1.0,8,15,8,15,4,6,11,11,6,9,5,5,1,6,3,23,0.7857142857142857,3.0,False,663
188,Notre Dame ,27,52,23,44,4,8,14,22,8,24,10,6,1,15,13,72,0.2692307692307692,0.6666666666666666,2010,10,14,8,12,2,4,6,7,3,5,6,2,0,6,4,28,0.4285714285714285,1.0,1139,Baylor ,32,64,29,54,3,10,11,17,7,25,18,8,2,16,15,78,0.171875,1.125,11,18,10,15,1,3,3,4,2,6,9,2,2,4,3,24,0.375,4.0,False,663
189,Connecticut ,25,59,19,41,6,18,7,13,10,14,16,9,3,12,19,63,0.1186440677966101,1.3333333333333333,2010,14,30,9,17,5,13,3,7,3,6,5,4,1,4,4,36,0.75,3.0,1138,Michigan ,29,62,20,39,9,23,8,11,6,23,17,6,2,19,19,75,0.1290322580645161,0.8947368421052632,9,15,8,13,3,6,4,4,3,6,5,2,1,6,4,23,0.2666666666666666,2.0,False,663
190,Notre Dame ,25,56,20,45,5,11,18,22,9,20,17,11,1,15,16,73,0.3214285714285714,1.1333333333333333,2010,9,17,6,15,4,8,7,8,2,7,5,4,1,4,5,24,1.75,5.0,1137,South Carolina ,28,62,25,48,3,14,20,28,19,31,12,8,4,17,11,79,0.3225806451612903,0.7058823529411765,8,13,7,10,1,3,6,7,9,9,4,4,1,4,4,20,0.6,4.0,False,663
191,Tennessee ,22,67,18,48,4,19,11,17,19,24,11,8,0,19,20,59,0.1641791044776119,0.5789473684210527,2010,6,14,5,10,3,6,4,6,8,6,2,3,0,4,5,13,0.4444444444444444,2.0,1136,Mercer ,24,65,21,54,3,11,2,3,7,18,14,9,4,12,21,53,0.0307692307692307,1.1666666666666667,7,19,6,18,2,5,2,2,3,6,4,4,1,4,4,15,0.1052631578947368,3.0,True,663
192,Ohio State ,31,62,24,46,7,16,6,8,3,22,20,3,9,13,17,75,0.0967741935483871,1.5384615384615383,2010,9,18,9,17,4,8,3,4,2,8,7,2,4,5,4,22,0.2727272727272727,3.0,1135,Virginia Tech ,26,60,22,43,4,17,14,17,9,22,17,6,3,12,13,70,0.2333333333333333,1.4166666666666667,11,19,11,19,1,7,4,4,4,6,5,1,3,5,3,23,0.5,4.0,True,663
193,Tennessee ,36,77,33,69,3,8,10,16,16,25,20,5,3,8,12,85,0.1298701298701298,2.5,2010,8,13,8,11,2,4,5,6,6,5,7,2,2,4,3,20,0.4166666666666667,2.5,1134,Marquette ,26,54,22,42,4,12,7,11,4,24,17,5,0,14,17,63,0.1296296296296296,1.2142857142857142,8,14,6,14,2,4,3,5,2,7,5,3,0,4,5,18,0.2857142857142857,5.0,True,663
194,Oklahoma ,29,68,18,39,11,29,19,22,17,27,22,8,2,18,14,88,0.2794117647058823,1.2222222222222223,2010,9,17,6,16,4,12,8,8,4,9,11,4,1,4,3,27,0.4705882352941176,3.6666666666666665,1133,Louisville ,28,63,18,33,10,30,8,8,8,30,16,11,8,16,23,74,0.1269841269841269,1.0,7,16,5,8,3,8,2,2,3,4,4,2,1,4,3,17,0.2,2.0,True,663
195,Miami ,32,73,24,50,8,23,11,15,15,21,16,9,3,15,20,83,0.1506849315068493,1.0666666666666669,2010,10,20,8,16,4,9,5,6,6,8,6,3,1,4,5,25,0.3125,2.0,1132,Marist ,13,56,8,37,5,19,12,20,9,24,12,3,3,20,10,43,0.2142857142857142,0.6,2,12,2,8,2,8,2,4,4,5,4,2,3,4,4,8,0.4,2.0,True,663
196,Oklahoma ,23,55,22,44,1,11,6,9,1,20,14,7,3,24,17,53,0.109090909090909,0.5833333333333334,2010,9,16,9,16,1,5,4,4,1,7,5,3,2,7,4,18,0.25,1.25,1131,Stanford ,30,68,23,51,7,17,11,17,16,27,16,8,7,8,6,78,0.1617647058823529,2.0,6,20,5,15,2,5,8,9,4,8,5,4,4,2,3,21,0.5714285714285714,2.5,False,663
197,Notre Dame ,28,59,19,41,9,18,13,18,14,31,24,14,4,24,13,78,0.2203389830508474,1.0,2010,7,15,6,10,6,10,5,6,3,10,12,4,3,8,3,20,0.625,2.0,1130,Louisville ,26,64,16,45,10,19,1,4,11,23,11,5,3,10,17,63,0.015625,1.1,9,20,3,12,6,8,1,2,4,5,3,2,1,3,4,24,0.1666666666666666,3.0,True,663
198,Prairie View ,12,60,9,45,3,15,3,5,9,13,3,5,1,18,16,30,0.05,0.1666666666666666,2010,4,17,3,13,3,10,1,3,2,4,1,2,0,5,5,12,0.0588235294117647,0.5,1129,West Virginia ,30,55,22,40,8,15,9,11,6,33,15,11,4,19,9,77,0.1636363636363636,0.7894736842105263,9,15,7,10,6,8,4,4,3,8,5,4,2,5,3,26,0.4,1.6666666666666667,False,663
199,Baylor ,25,55,24,44,1,11,15,28,13,35,12,10,14,13,9,66,0.2727272727272727,0.9230769230769232,2010,5,8,5,8,0,2,7,10,4,8,4,2,6,2,2,17,0.875,4.0,1128,Lehigh ,19,62,9,32,10,30,5,6,5,18,11,7,2,18,10,53,0.0806451612903225,0.6111111111111112,6,16,5,11,3,6,2,2,3,4,6,2,1,6,3,14,0.25,1.0,True,663
200,Princeton ,16,43,12,25,4,18,13,16,8,21,11,5,2,15,14,49,0.3023255813953488,0.7333333333333333,2010,4,10,4,10,3,9,4,4,1,4,2,2,1,4,3,13,1.0,0.5,1127,Baylor ,38,77,32,62,6,15,19,27,18,36,17,15,8,16,15,101,0.2467532467532467,1.0625,9,14,8,10,3,4,6,6,2,9,4,3,2,3,2,24,1.2,4.0,False,663
201,Georgetown ,23,57,15,36,8,21,11,15,12,18,9,5,5,8,15,65,0.1929824561403508,1.125,2010,8,18,4,9,4,9,6,6,3,5,4,3,0,2,3,26,0.3333333333333333,0.5,1126,Jackson State ,21,68,19,49,2,19,8,18,13,21,7,13,5,20,19,52,0.1176470588235294,0.35,7,18,7,16,1,6,4,6,8,6,2,3,3,5,4,15,0.3333333333333333,0.5,True,663
202,Purdue ,14,54,11,37,3,17,9,12,6,19,6,6,9,12,20,40,0.1666666666666666,0.5,2010,3,10,2,8,1,4,3,4,1,4,2,2,2,5,4,9,0.3333333333333333,0.6666666666666666,1125,Texas A&M ,36,83,32,64,4,19,8,12,13,23,16,5,11,7,20,84,0.0963855421686747,2.2857142857142856,16,28,14,21,2,7,3,5,6,8,7,1,4,3,4,35,0.25,2.333333333333333,False,663
203,Connecticut ,22,62,16,42,6,20,14,17,19,26,15,5,7,16,15,64,0.2258064516129032,0.9375,2010,7,14,5,10,3,7,6,7,6,7,4,3,3,5,4,23,0.4285714285714285,1.0,1124,Iowa State ,26,64,10,34,16,30,14,15,10,35,20,3,1,21,12,82,0.21875,0.9523809523809524,9,23,5,16,4,8,10,11,3,15,9,1,0,5,3,32,0.5,1.8,False,663
204,Purdue ,17,42,12,28,5,14,14,16,3,20,9,6,6,13,9,53,0.3333333333333333,0.6923076923076923,2010,7,15,6,9,3,6,6,6,1,7,5,2,4,3,2,21,0.75,5.0,1123,Kentucky ,26,74,19,47,7,27,13,16,19,14,13,13,4,7,13,72,0.1756756756756756,1.8571428571428568,8,21,4,9,5,12,7,9,5,3,8,6,3,2,3,28,0.6666666666666666,2.0,False,663
205,Kansas State ,19,63,13,40,6,23,1,2,18,22,6,3,0,14,15,45,0.0158730158730158,0.4285714285714285,2010,7,20,5,10,4,12,1,2,7,8,4,1,0,4,3,18,0.0588235294117647,2.0,1122,Iowa ,35,61,25,42,10,19,6,6,8,26,14,4,4,15,11,86,0.0983606557377049,0.9333333333333332,13,21,7,12,6,12,3,3,3,7,7,2,1,5,4,35,0.1428571428571428,1.4,False,663
206,Rutgers ,19,53,15,41,4,12,6,9,9,15,13,8,5,20,17,48,0.1132075471698113,0.65,2010,9,20,7,14,2,6,3,6,5,6,2,4,2,7,4,21,0.75,2.0,1121,Connecticut ,40,73,30,50,10,23,2,3,14,27,30,6,6,12,8,92,0.0273972602739726,2.5,12,23,9,14,3,9,2,2,6,8,10,2,2,4,2,27,0.1111111111111111,4.0,False,663
207,Texas A&M ,24,52,17,37,7,15,15,18,12,21,13,10,9,14,13,70,0.2884615384615384,0.9285714285714286,2010,9,18,7,12,2,6,8,8,5,6,5,3,3,3,3,28,3.0,2.0,1120,Iowa ,26,60,14,31,12,29,8,9,6,15,18,6,3,15,7,72,0.1333333333333333,1.2,7,21,7,11,4,12,5,5,2,5,5,2,1,5,2,21,0.5555555555555556,1.6666666666666667,False,663
208,Saint Francis ,16,52,12,37,4,15,12,18,9,17,10,11,1,22,20,48,0.2307692307692307,0.4545454545454545,2010,3,10,2,7,1,5,5,6,2,3,3,2,1,5,3,10,0.625,1.0,1119,NC State ,28,56,19,37,9,19,5,7,0,28,15,1,1,17,16,70,0.0892857142857142,0.8823529411764706,8,15,6,11,3,5,2,3,0,12,5,1,1,5,5,18,0.1538461538461538,1.5,False,663
209,Maryland ,23,58,18,41,5,17,19,29,19,24,12,12,6,23,17,70,0.3275862068965517,0.5217391304347826,2010,6,10,6,10,3,4,4,8,5,4,4,3,2,4,2,16,0.4,1.3333333333333333,1118,Indiana ,31,65,29,51,2,14,9,17,8,27,13,10,2,9,15,73,0.1384615384615384,1.4444444444444444,8,15,8,13,1,6,3,5,3,12,5,4,2,3,5,17,0.2,5.0,False,663
210,Samford ,14,52,9,33,5,19,13,19,7,14,7,3,2,12,21,46,0.25,0.5833333333333334,2010,4,11,4,9,2,5,4,6,2,4,3,1,1,4,4,14,0.5714285714285714,2.0,1117,Arizona ,24,61,15,40,9,21,9,13,10,29,9,4,6,8,15,66,0.1475409836065573,1.125,12,20,7,14,5,6,4,5,4,9,4,2,2,4,5,33,0.3333333333333333,1.3333333333333333,False,663
211,Florida State ,26,55,21,44,5,11,19,28,12,35,15,5,0,16,19,76,0.3454545454545454,0.9375,2010,9,14,9,14,3,5,5,7,4,9,5,2,0,3,3,23,0.5714285714285714,5.0,1116,Indiana ,20,55,20,46,0,9,13,17,5,26,9,2,6,9,15,53,0.2363636363636363,1.0,9,15,9,15,0,3,4,5,2,7,4,1,5,5,5,20,0.5,1.5,True,663
212,South Dakota State ,18,51,13,33,5,18,15,18,4,21,12,4,2,11,17,56,0.2941176470588235,1.0909090909090908,2010,3,10,3,9,3,7,4,4,1,4,2,1,1,4,5,9,0.5,2.0,1115,Kentucky ,24,63,16,45,8,18,15,18,15,29,13,12,3,19,13,71,0.238095238095238,0.6842105263157895,5,12,4,8,2,4,3,4,4,5,5,4,1,4,3,14,0.2727272727272727,1.6666666666666667,False,663
213,Xavier ,25,59,22,47,3,12,19,29,15,28,11,6,6,13,15,72,0.3220338983050847,0.8461538461538461,2010,11,18,11,18,3,5,5,7,9,10,4,2,4,3,3,27,0.5,2.0,1114,Idaho State ,22,57,15,35,7,22,12,18,7,24,10,13,5,17,16,63,0.2105263157894736,0.5882352941176471,7,15,7,10,4,10,5,6,2,10,3,4,5,4,5,16,0.5,2.0,True,663
214,St. John's ,22,60,21,53,1,7,4,7,10,11,11,7,1,9,14,49,0.0666666666666666,1.2222222222222223,2010,6,13,6,11,0,3,3,3,3,3,5,3,1,3,4,15,0.2727272727272727,1.6666666666666667,1113,Connecticut ,42,71,39,62,3,9,15,20,14,37,23,7,5,11,16,102,0.2112676056338028,2.090909090909091,9,17,9,17,1,3,5,6,3,9,6,4,2,3,3,24,0.3846153846153846,4.0,False,663
215,Stanford ,31,58,25,42,6,16,7,11,13,26,19,3,6,13,8,75,0.1206896551724138,1.4615384615384617,2010,10,16,10,16,2,7,3,5,6,6,5,1,1,6,3,22,0.375,4.0,1112,High Point ,20,61,11,27,9,34,10,15,3,17,10,4,0,11,19,59,0.1639344262295081,0.9090909090909092,4,19,2,6,2,13,4,7,1,7,6,1,0,3,4,14,0.3636363636363636,3.0,True,663
216,St. John's ,21,60,19,54,2,6,11,19,14,29,12,11,3,17,10,55,0.1833333333333333,0.7058823529411765,2010,4,14,4,12,0,2,6,7,5,8,4,3,2,5,3,14,0.75,2.0,1111,West Virginia ,21,48,17,33,4,15,10,12,6,16,12,7,4,14,16,56,0.2083333333333333,0.8571428571428571,5,11,5,10,1,6,4,4,2,7,5,2,3,4,5,13,0.3636363636363636,1.5,False,663
217,Texas Tech ,20,60,17,48,3,12,7,9,11,22,10,12,4,20,17,50,0.1166666666666666,0.5,2010,4,15,3,13,1,4,1,2,3,7,3,4,3,5,4,10,0.0833333333333333,1.5,1110,Georgia Tech ,29,56,23,42,6,14,9,13,11,20,11,7,4,14,10,73,0.1607142857142857,0.7857142857142857,10,17,10,16,4,9,2,3,4,8,4,3,2,4,3,22,1.0,1.3333333333333333,False,663
218,Stetson ,12,66,9,42,3,24,7,9,8,19,3,3,1,12,18,34,0.106060606060606,0.25,2010,3,21,2,11,1,10,4,4,3,4,1,2,0,5,5,7,1.0,0.5,1109,South Carolina ,31,55,23,41,8,14,6,6,7,22,16,5,3,11,8,76,0.109090909090909,1.4545454545454546,6,13,6,9,5,6,2,2,4,5,7,2,2,3,2,17,0.2857142857142857,3.5,False,663
219,Tennessee ,39,70,31,50,8,20,13,24,15,41,19,7,9,7,10,99,0.1857142857142857,2.7142857142857144,2010,6,10,5,7,4,5,4,8,3,8,3,1,1,1,2,15,0.6666666666666666,2.0,1108,Georgia Tech ,27,59,21,47,6,12,5,7,9,16,12,7,0,12,10,65,0.0847457627118644,1.0,8,15,6,14,2,4,2,2,3,5,5,3,0,5,3,20,0.2,1.6666666666666667,True,663
220,Temple ,27,59,23,46,4,13,5,6,10,20,12,11,4,10,15,63,0.0847457627118644,1.2,2010,6,11,6,11,2,6,2,2,3,6,3,6,3,5,4,12,0.2,3.0,1107,Oregon State ,32,58,25,43,7,15,12,16,8,30,15,6,3,12,12,83,0.2068965517241379,1.25,8,17,8,17,3,5,5,6,2,6,5,2,2,4,2,24,0.6666666666666666,1.0,False,663
221,Arizona State ,17,55,15,40,2,15,9,10,8,16,11,5,3,18,12,45,0.1636363636363636,0.6111111111111112,2010,5,14,5,11,1,3,3,4,2,6,2,1,2,5,2,11,0.5,1.0,1106,Florida State ,22,62,14,43,8,19,7,8,3,19,13,6,6,10,14,59,0.1129032258064516,1.3,6,16,4,12,3,7,3,4,1,5,2,2,2,2,5,17,0.4,2.0,False,663
222,Temple ,22,61,14,48,8,13,12,25,14,18,9,12,1,14,19,64,0.1967213114754098,0.6428571428571429,2010,8,16,4,10,4,6,3,6,2,6,4,3,1,5,5,21,1.0,2.0,1105,Michigan ,31,57,23,37,8,20,17,23,10,28,15,4,4,15,14,87,0.2982456140350877,1.0,12,16,12,14,2,6,8,8,3,10,6,2,1,5,4,28,0.8,2.0,False,663
223,Notre Dame ,28,54,23,43,5,11,16,25,9,26,21,9,7,18,20,77,0.2962962962962963,1.1666666666666667,2010,8,13,8,13,3,4,8,8,5,7,7,2,2,8,5,17,2.0,6.0,1104,Florida Gulf Coast ,26,61,17,32,9,29,5,11,5,14,8,8,3,9,21,66,0.081967213114754,0.8888888888888888,10,24,8,14,2,10,3,5,2,3,3,4,3,3,5,25,0.5,3.0,True,663
224,Tennessee-Martin ,15,43,11,26,4,17,11,17,6,18,8,3,0,22,15,45,0.2558139534883721,0.3636363636363636,2010,6,21,5,10,1,11,5,7,1,4,3,1,0,9,3,15,1.0,1.0,1103,Georgia ,24,58,20,46,4,12,15,20,18,25,14,6,6,17,4,67,0.2586206896551724,0.8235294117647058,4,13,4,10,0,3,4,4,5,7,8,3,2,6,2,11,0.8,1.3333333333333333,False,663
225,Duke ,37,69,30,49,7,20,9,14,13,23,25,16,1,8,15,90,0.1304347826086956,3.125,2010,7,13,4,7,3,6,2,3,4,3,5,3,0,2,2,18,0.4,5.0,1102,Drexel ,24,66,21,48,3,18,2,2,14,16,13,10,2,11,17,53,0.0303030303030303,1.181818181818182,10,22,8,15,2,7,2,2,6,4,5,2,2,3,4,22,0.1666666666666666,3.0,True,663
226,Texas ,29,74,22,55,7,19,0,0,15,22,13,9,6,11,15,65,0.0,1.181818181818182,2010,8,17,5,14,3,7,0,0,5,9,5,2,4,3,3,19,0.0,1.6666666666666667,1101,Iowa ,31,65,22,42,9,23,16,18,6,30,17,8,2,12,15,87,0.2461538461538461,1.4166666666666667,10,18,10,18,3,8,4,5,3,9,7,2,1,3,4,23,0.5,2.333333333333333,False,663
227,Marquette ,25,56,20,41,5,15,13,14,4,21,9,7,7,13,6,68,0.2321428571428571,0.6923076923076923,2010,7,17,7,13,3,7,5,6,3,8,3,3,5,4,2,19,0.3333333333333333,3.0,1100,Central Michigan ,25,65,15,38,10,27,12,17,7,25,10,8,1,11,17,72,0.1846153846153846,0.9090909090909092,7,19,6,12,3,7,6,7,2,8,3,5,1,4,5,23,0.4285714285714285,3.0,False,663
228,Texas A&M ,21,61,19,44,2,17,14,20,11,22,9,11,2,12,16,58,0.2295081967213114,0.75,2010,7,15,5,10,2,5,6,9,6,8,4,5,1,3,3,22,0.4,1.3333333333333333,1099,Northwestern ,22,43,19,33,3,10,15,21,2,19,19,8,7,13,14,62,0.3488372093023256,1.4615384615384617,9,16,8,14,1,4,6,6,1,6,8,2,2,4,5,25,0.375,3.0,False,663
229,Baylor ,15,48,14,42,1,6,15,25,10,25,7,2,4,19,18,46,0.3125,0.3684210526315789,2010,6,18,6,18,1,2,8,15,3,7,4,1,2,4,3,20,0.4444444444444444,2.0,1098,Central Florida ,21,57,18,44,3,13,6,12,13,22,10,5,2,19,22,51,0.1052631578947368,0.5263157894736842,5,11,5,11,1,3,4,8,9,6,5,2,0,4,5,14,0.3636363636363636,1.6666666666666667,False,663
230,Texas A&M ,23,65,16,45,7,20,10,10,8,14,10,7,5,12,19,63,0.1538461538461538,0.8333333333333334,2010,8,19,7,12,4,8,5,5,3,5,6,4,2,6,4,18,0.8,1.0,1097,Rutgers ,22,47,17,35,5,12,17,23,8,21,9,13,2,19,18,66,0.3617021276595745,0.4736842105263157,10,18,8,16,2,3,8,12,2,5,3,3,1,7,5,30,0.8,1.0,False,663
231,Stanford ,23,46,20,40,3,6,13,19,5,25,13,8,8,21,18,62,0.2826086956521739,0.6190476190476191,2010,10,15,10,15,3,4,11,14,3,10,4,2,4,7,5,31,0.7333333333333333,2.0,1096,Brigham Young ,20,54,11,31,9,23,20,23,13,16,14,7,3,18,18,69,0.3703703703703703,0.7777777777777778,8,17,4,10,4,9,10,11,4,7,4,3,1,9,4,28,0.5882352941176471,2.0,False,663
232,UC Davis ,22,47,16,33,6,14,9,12,2,17,13,3,0,15,14,59,0.1914893617021276,0.8666666666666667,2010,8,15,7,14,1,4,4,4,1,6,3,1,0,2,4,17,1.0,1.5,1095,Arizona ,21,59,16,40,5,19,5,13,13,24,7,11,4,8,13,52,0.0847457627118644,0.875,7,16,6,11,2,7,2,4,5,8,3,4,2,3,5,17,0.5,2.0,True,663
