,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Tiffany Hayes,20,.692,.643,.571,.286,9.5,13.0,11.9,14.3,0.0,0.0,27.6,28.7,118,66
1,Caroline Doty,19,.822,.800,.200,.200,10.0,18.3,15.7,41.2,0.0,0.0,15.5,17.9,169,61
2,Tina Charles,17,.548,.600,.000,.200,0.0,30.7,21.1,23.7,7.1,13.1,8.4,36.9,115,27
3,Kalana Greene,17,.750,.750,.000,.000,0.0,5.1,3.5,8.7,3.5,0.0,33.3,18.6,99,63
4,Maya Moore,16,1.203,1.250,.500,.667,23.8,16.3,18.7,39.5,7.5,0.0,20.5,32.2,185,44
6,Lorin Dixon,26,.606,.625,.500,.500,0.0,3.3,2.3,19.9,0.0,0.0,17.0,11.9,139,74
7,Kelly Faris,24,1.083,1.083,.500,.000,15.9,29.0,24.9,13.0,2.5,9.3,14.3,15.4,183,42
8,Meghan Gardler,20,.667,.667,.500,.000,9.5,4.3,6.0,7.1,6.0,11.1,25.0,21.1,112,50
9,Kaili McLaren,17,1.000,1.000,.000,.000,11.2,25.6,21.1,14.9,0.0,26.1,66.7,9.3,99,42
10,Jacquie Fernandes,15,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,77
11,Heather Buck,9,.404,.250,.000,.500,21.2,19.3,19.9,0.0,0.0,12.3,0.0,28.6,121,52
12,School Totals,200,.736,.727,.309,.236,42.9,73.9,64.2,64.7,11.9,30.6,19.7,100.0,134.3,53.7
