,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Baylor ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alexis Jones,40,7,17,.412,6,14,.429,1,3,.333,4,8,.500,1,3,4,6,3,0,2,4,19
1,Nina Davis,40,5,11,.455,5,11,.455,0,0,,1,1,1.000,1,1,2,0,1,1,0,2,11
2,Niya Johnson,40,3,10,.300,3,9,.333,0,1,.000,0,0,,2,5,7,1,0,1,1,2,6
3,Alexis Prince,21,0,2,.000,0,1,.000,0,1,.000,1,2,.500,0,1,1,1,1,0,0,0,1
4,Beatrice Mompremier,12,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,2,1,0,2
6,Kalani Brown,19,6,14,.429,6,14,.429,0,0,,0,3,.000,5,1,6,1,1,1,3,2,12
7,Kristy Wallace,18,0,2,.000,0,2,.000,0,0,,0,0,,2,2,4,1,2,0,1,4,0
8,Khadijiah Cave,10,3,6,.500,3,6,.500,0,0,,0,0,,4,0,4,0,3,0,0,2,6
9,School Totals,200,25,65,.385,24,60,.400,1,5,.200,6,14,.429,15,14,29,10,11,5,8,16,57
