,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sydney Wiese,40,.763,.688,.875,1.000,0.0,9.8,6.2,40.0,0.0,0.0,34.2,23.7,116,96,
1,Jamie Weisner,40,.475,.429,.357,.429,12.5,12.2,12.3,14.3,0.0,1.7,29.6,32.0,81,93,
2,Gabriella Hanson,40,.500,.500,.500,.000,4.2,4.9,4.6,6.7,0.0,0.0,16.7,16.2,98,100,
3,Deven Hunter,28,.339,.000,.500,1.000,23.8,10.5,15.4,15.0,2.2,0.0,41.0,9.4,89,90,
4,Ruth Hamblin,23,.457,.400,.000,.200,14.5,42.4,32.1,0.0,2.7,11.6,15.5,30.3,93,62,
6,Marie Gulich,20,.667,.667,.000,.000,0.0,0.0,0.0,13.3,0.0,3.3,0.0,8.1,154,101,
7,Samantha Siegner,9,,,,,0.0,21.7,13.7,23.4,6.9,0.0,,0.0,237,76,
8,Katie McWilliams,0,,,,,,,,,,,,,,,
9,School Totals,200,.540,.479,.383,.383,41.7,63.4,55.4,68.4,4.6,10.0,25.5,100.0,92.3,87.7,
