,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Tennessee ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Summer Hemphill,40,.365,.300,.100,.200,18.5,5.2,12.3,8.6,3.7,0.0,15.5,13.4,93,108,
1,Dyaisha Fair,39,.432,.446,.464,.071,2.4,10.7,6.3,45.2,2.6,0.0,6.5,33.0,101,107,
2,Georgia Woolley,39,.375,.375,.400,.000,2.4,5.4,3.8,15.4,9.0,0.0,25.9,28.9,66,96,
3,Dominique Camp,37,.375,.375,.333,.000,0.0,2.8,1.3,9.9,1.3,0.0,20.0,16.9,71,115,
4,Loren Christie,17,.500,.500,.500,.000,0.0,24.6,11.6,0.0,0.0,4.3,50.0,9.8,45,101,
6,Adebola Adeyeye,8,.000,,,,34.7,13.1,24.6,0.0,0.0,0.0,0.0,4.6,79,108,
7,Saniaa Wilson,7,.769,.500,.000,2.000,26.4,15.0,21.1,28.0,0.0,0.0,0.0,22.4,189,108,
8,Elea Gaba,7,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,200,118,
9,Jazmine Young,5,,,,,0.0,20.9,9.8,30.6,0.0,0.0,,0.0,235,105,
10,School Totals,199,.420,.407,.360,.133,34.9,42.1,38.3,61.5,16.3,1.8,16.7,100.0,83.8,100.0,
