,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Marquette ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Adily Martucci,38,.250,.250,.250,.000,0.0,9.9,5.6,15.6,0.0,4.5,0.0,6.0,90,103,
1,Aryn McClure,31,.553,.556,.000,.222,0.0,24.2,13.8,24.0,1.9,5.5,28.8,25.5,84,93,
2,Jen Fay,24,.590,.594,.313,.125,0.0,10.4,6.0,12.8,9.8,0.0,10.6,44.8,97,84,
3,Paula Strautmane,19,.847,.833,.000,1.000,0.0,19.7,11.3,24.1,3.1,0.0,18.8,31.9,138,96,
4,Edel Thornton,17,.169,.000,.500,1.000,0.0,0.0,0.0,25.2,3.5,0.0,25.8,13.0,63,102,
6,Carly Fabbri,27,.667,.667,.500,.000,0.0,4.6,2.6,6.3,0.0,0.0,14.3,14.8,104,108,
7,Sarah Shewan,24,.380,.333,.333,.667,20.8,26.0,23.8,19.0,2.5,0.0,0.0,9.2,128,95,
8,Morgan Manz,20,.571,.571,.286,.000,0.0,18.8,10.7,20.0,0.0,0.0,12.5,22.8,100,103,
9,School Totals,200,.570,.557,.245,.264,12.5,71.9,46.4,71.4,11.8,8.5,15.6,100.0,100.0,95.6,
