,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tyasha Harris,2,7,1,4,1,3,5,6,0,4,9,2,0,6,1,10,0.7142857142857143,1.5
1,Bianca Jackson,2,6,2,4,0,2,0,0,2,4,3,1,0,3,4,4,0.0,1.0
2,A'ja Wilson,7,16,7,16,0,0,6,7,4,9,3,2,3,8,4,20,0.375,0.375
3,Alexis Jennings,7,11,7,11,0,0,6,6,4,5,1,0,0,3,1,20,0.5454545454545454,0.3333333333333333
4,Doniyah Cliney,6,8,6,8,0,0,0,0,0,2,1,0,0,1,2,12,0.0,1.0
9,School Totals,30,59,29,54,1,5,18,20,14,29,21,6,5,26,16,79,0.3050847457627119,0.8076923076923077
