,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Texas A&M,72.4,0.408,14.7,24.2,0.154,87.5
1,Stanford,72.4,0.533,27.6,26.3,0.283,86.1
