,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Nina Davis,11,19,11,19,0,0,4,5,3,10,2,2,0,4,4,26,0.21052631578947367,0.5
1,Niya Johnson,3,13,3,13,0,0,0,0,4,0,10,1,0,0,4,6,0.0,0.0
2,Sune Agbuke,5,12,5,12,0,0,2,2,3,7,2,2,0,3,4,12,0.16666666666666666,0.6666666666666666
3,Alexis Prince,4,9,3,5,1,4,0,0,0,2,0,2,0,0,3,9,0.0,0.0
4,Imani Wright,4,7,3,5,1,2,0,0,0,1,1,0,0,3,0,9,0.0,0.3333333333333333
8,School Totals,29,69,26,60,3,9,7,9,11,23,19,8,1,11,18,68,0.10144927536231885,1.7272727272727273
