,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Liz Repella,37,.793,.786,.357,.643,9.3,4.5,7.3,0.0,0.0,0.0,10.0,26.2,146,121,
1,Madina Ali,26,.303,.250,.250,.500,0.0,6.4,2.6,6.6,2.1,0.0,17.0,11.0,62,116,
2,Sarah Miles,23,.222,.222,.111,.000,0.0,14.5,5.9,16.2,0.0,0.0,18.2,23.2,48,119,
3,Asya Bussie,22,.652,.600,.000,.800,0.0,15.2,6.2,9.3,2.4,0.0,22.8,19.3,105,113,
4,Korinne Campbell,19,.167,.167,.333,.000,0.0,26.3,10.7,18.4,0.0,10.5,33.3,23.0,35,110,
6,Vanessa House,31,.778,.778,.333,.000,3.7,16.1,8.7,15.0,6.9,0.0,18.2,17.2,127,103,
7,Ayana Dunning,19,.320,.350,.300,.200,18.0,26.3,21.4,11.3,0.0,0.0,21.6,35.4,64,116,
8,Brooke Hampton,16,.000,.000,1.000,.000,0.0,10.4,4.2,20.0,0.0,0.0,0.0,3.0,83,120,
9,Jessica Harlee,6,.000,.000,.000,.000,0.0,0.0,0.0,26.7,0.0,0.0,0.0,8.1,51,122,
10,Taylor Palmer,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,0,123,
11,School Totals,200,.499,.475,.283,.283,20.0,66.7,39.0,48.0,8.1,5.0,18.1,100.0,91.9,110.8,
