,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Florida State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brittany Brown,39,3,8,.375,2,5,.400,1,3,.333,3,4,.750,7,2,9,2,3,0,3,2,10
1,Leticia Romero,35,4,15,.267,1,11,.091,3,4,.750,0,0,,2,3,5,6,4,1,10,4,11
2,Emiah Bingley,28,1,5,.200,1,3,.333,0,2,.000,2,2,1.000,1,0,1,3,0,0,0,3,4
3,Adut Bulgak,21,2,5,.400,2,4,.500,0,1,.000,1,4,.250,1,5,6,0,1,3,3,5,5
4,Ivey Slaughter,19,4,10,.400,3,9,.333,1,1,1.000,1,1,1.000,3,2,5,1,0,0,1,5,10
6,Shakayla Thomas,25,5,11,.455,5,11,.455,0,0,,0,2,.000,2,7,9,0,1,1,2,3,10
7,Kai James,15,0,1,.000,0,1,.000,0,0,,2,3,.667,0,1,1,0,1,0,2,2,2
8,Maria Conde,14,2,5,.400,1,2,.500,1,3,.333,1,2,.500,0,1,1,0,0,0,0,0,6
9,Ama Degbeon,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Rachel Antoniadou,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,21,60,.350,15,46,.326,6,14,.429,10,18,.556,16,21,37,12,10,5,21,24,58
