,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kaleena Mosqueda-Lewis,6,12,4,5,2,7,1,2,3,2,0,1,2,4,3,15,0.08333333333333333,0.0
1,Moriah Jefferson,6,15,3,7,3,8,0,0,0,3,5,4,0,3,2,15,0.0,1.6666666666666667
2,Morgan Tuck,4,13,2,10,2,3,2,3,2,3,7,1,0,3,0,12,0.15384615384615385,2.3333333333333335
3,Breanna Stewart,4,8,4,7,0,1,0,0,3,12,0,2,4,1,1,8,0.0,0.0
4,Kia Nurse,3,10,2,6,1,4,2,2,1,2,0,1,0,1,2,9,0.2,0.0
7,School Totals,25,61,17,38,8,23,5,7,10,23,13,10,6,12,10,63,0.08196721311475409,1.0833333333333333
