,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brady Sanders,3,7,2,3,1,4,2,2,0,0,1,0,0,1,1,9,0.2857142857142857,1.0
1,Celina Rodrigo,1,2,1,2,0,0,0,0,1,0,1,0,0,1,0,2,0.0,1.0
2,Brianna Taylor,1,2,1,2,0,0,0,0,0,0,1,0,0,3,2,2,0.0,0.3333333333333333
3,Imani Boyette,3,6,3,5,0,1,1,2,5,2,0,0,1,3,0,7,0.16666666666666666,0.0
4,Empress Davenport,1,11,1,10,0,1,0,0,4,1,5,0,1,2,1,2,0.0,2.5
12,School Totals,22,64,19,51,3,13,7,10,14,15,13,2,5,18,14,54,0.109375,0.7222222222222222
