,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jasmine Thomas,39,4,18,.222,3,11,.273,1,7,.143,7,8,.875,0,3,3,1,1,0,1,1,16
1,Joy Cheek,33,2,10,.200,1,7,.143,1,3,.333,2,2,1.000,2,4,6,1,4,0,4,1,7
2,Keturah Jackson,27,1,8,.125,0,6,.000,1,2,.500,0,0,,3,2,5,1,0,0,0,2,3
3,Krystal Thomas,26,2,7,.286,2,7,.286,0,0,,0,2,.000,1,4,5,2,0,1,0,5,4
4,Bridgette Mitchell,21,3,8,.375,3,8,.375,0,0,,0,0,,3,2,5,1,0,0,1,4,6
6,Karima Christmas,29,2,9,.222,2,6,.333,0,3,.000,6,8,.750,6,6,12,0,0,2,1,1,10
7,Allison Vernerey,15,1,2,.500,1,2,.500,0,0,,0,0,,1,4,5,1,0,1,3,2,2
8,Shay Selby,10,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,0,0
9,School Totals,200,15,65,.231,12,48,.250,3,17,.176,15,20,.750,16,25,41,7,6,4,10,16,48
