,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Courtney Ekmark,33,.214,.214,.786,.000,0.0,19.4,8.2,0.0,0.0,2.8,12.5,25.4,44,123,
1,Reili Richardson,28,.000,.000,.000,.000,0.0,5.7,2.4,64.3,0.0,0.0,50.0,7.5,81,130,
2,Robbi Ryan,25,.429,.429,.143,.000,0.0,19.2,8.1,10.5,4.8,0.0,12.5,16.8,83,113,
3,Charnea Johnson-Chapman,22,.667,.667,.000,.000,16.0,0.0,9.2,0.0,0.0,0.0,25.0,9.5,106,131,
4,Kianna Ibis,19,.899,.857,.286,.571,6.2,0.0,3.6,0.0,0.0,9.8,10.2,26.9,160,127,
6,Sophia Elenga,17,.380,.333,.000,.667,13.8,9.4,12.0,0.0,0.0,0.0,34.0,18.1,62,127,
7,Iris Mbulito,14,.506,.583,.333,.667,8.4,11.4,9.7,50.0,4.3,13.3,34.0,44.0,70,112,
8,Jamie Ruden,13,.250,.250,.250,.000,18.1,12.3,15.6,22.2,0.0,0.0,11.1,36.3,63,125,
9,Kiara Russell,12,.380,.333,.333,.667,0.0,26.7,11.3,40.0,5.0,0.0,20.5,21.3,82,109,
10,Taya Hanson,8,.750,.750,1.000,.000,0.0,20.0,8.5,0.0,0.0,0.0,33.3,19.7,79,124,
11,Jayde Van Hyfte,7,,,,,33.6,0.0,19.4,0.0,0.0,0.0,,0.0,221,131,
12,Eva Rubin,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,129,
13,School Totals,200,.437,.418,.382,.218,32.4,56.0,42.4,75.0,6.1,11.6,20.9,100.0,80.3,115.2,
